review,label
早上醒来的时候空气很冰冷，这是我非常熟悉的感觉，也是我非常喜欢的感觉，我来到这个世界最初体验到就是这感觉。,2
我喜欢一个人庆祝我生命的存在，这是最神圣的庆典，不想任何一个人打扰，因为没有谁比我更珍惜自己生命。,2
今天有婚礼 一个人待在公司 细细打量 这里不够完美却一点一滴都是我们的努力 还是在这里觉得踏实 我爱你们@史上最牛的婚礼策划 @全世爱恋高端婚礼Tina @舒方,2
这张笑的真心萌。,2
其实还有几张黑白的，相机照的不太好，等以后扫描上来，稍稍透露下，那几张有帅到爆~[害羞] 好吧，暂时刷屏完毕。,2
最后祝大家：中秋快乐！,2
不过真的很精神耶~886~,2
想来自己是比较幸运的，有开明的老妈和关心着我的兄弟姐妹。,2
我家lulu今天最成功的就是这个了[欢欣鼓舞] [欢欣鼓舞][欢欣鼓舞][亲] 妞在挑逗偶我呢[得意] ！！！,2
我妈妈有双很美丽的脚——我没夸张，比我的好看（羡慕嫉妒恨！），肉肉的还不肥（我妈要踹我了），脚趾头那里齐齐的……,2
给妈妈洗脚的时候就是这些不正经的对话，我爹看着好玩拍照留念、笑的连机子都差点拿不住……,2
好吧，我们就是这么个搞笑家庭，因为彼此相爱，所以一直欢乐。,2
今日老公多次致电比我话，媳妇怎么都不打电话来，等到我等电话到发霉，我觉得很可爱，这几年我们依旧傻b，你依然是我可爱胖老公,2
－－－哈哈~时代确实在进步啊...[mua],2
心情挺好的。,2
能作为花果山的一株小小的奇葩我真的太2了，今后也接着走自己的路吧╮(╯_╰)╭,2
只是··突然··他居然没看到楼梯···直接滑下来了···额哩个神啊··现场围观群众好几百啊全部笑场了··霍哥哥明显害羞了··用他那极度有磁性的声音向导演解释他是走的太专心了没看台阶···,2
要做一个健康噶小女孩......,2
OK的喇~~没问题 喔呵呵呵....[挤眼] [冒个泡],2
老公在没有蔬菜的情况做的丰盛午餐：炸薯条，煎牛排，煎饺。,2
碗也顺手洗了！,2
"哇哈哈哈,.",2
"我地个个都过了,万岁[太开心]",2
真是万分庆幸。,2
非常感谢二位老师。,2
可是看到那几个裤衩造型总是那么想笑...,2
宿舍一位弟兄今天生日，302宿舍全体宿员集体切蛋糕，暂不睡觉，开心啊。,2
我爱302，最紧要爽吖，哈哈.....,2
阿拉蕾动图.,2
妞啊嫩跟天动DD介是干嘛捏 哈哈哈 怪不得阿宝童鞋对你这干农活的节目及其的上心...[哈哈],2
　没有你的天空不蓝，少了你的地球不转;你是我们的骄傲，是你让这节日更加美满;此时此刻我向你发来贺电，祝你在你的节日里笑的灿烂;愚人节快乐!,2
于是狂喜、2、激动。。。。。。,2
感觉很舒服[心],2
哈哈。。。,2
这个中秋，月圆人缘，虽然肚子吃坏了，但心还是暖暖的。,2
安徽卫视的晚会很不错，＂没那么简单＂又一次触动心底深处。,2
桌上摆着四盘菜，打开第一个看，呵!,2
真好!,2
老醋花生!,2
打开第二个，更好了!,2
老醋花生!,2
哈哈哈,2
我就是这么喜新厌旧！,2
但，我的瓷们！,2
我想回京耍耍啊！,2
哈哈！,2
只要你们的翔哥哥开心，果果就开心！！,2
哈哈，我们开发企业一直在做的就是城市改造。,2
他宠溺地笑，你只比我大十天，算什么哥啊。,2
[礼花]啦啦啦，昨儿画的，今儿晚上做出来了[礼花]皮卡皮卡皮卡秀…,2
凑合凑合咱自己能挂起来了嗷嗷嗷，有空再做心肝，拍个合照，还是yusoo[心],2
所有事情全部亲力亲为~~~真的很感动！！！！,2
今天很开心。,2
昨天练完瑜珈去做美容，一躺下就睡着了，睡得那叫一个香，美容小姐说我睡着的时候一直在蹬腿，哎哟妈呀照她这么说咱这个子还能在窜一窜！,2
窜他个一米八，到那时再也不用穿恨天高的高跟鞋了，我可怜的脚丫丫多希望这是真的！,2
笑死掉[ok],2
//@王小兔TUTU:[c看热闹]太好笑了.,2
做的不错哟！,2
辛苦了~,2
"好舒服哦,准备睡觉.",2
今天回家很早，给老妈和自己泡一杯香茶（金骏眉），小狗乖乖依偎着我，捧上「把爱传下去」，继续感受爱的力量！,2
有奖竞答开始啦~~~本月18日Avis中国将迎来8周岁的生日啦，大家来猜一猜Avis国际租车在全球有多少年的历史啦？,2
参与并转发即有机会获得神秘大奖哦~~~~[太开心],2
一大早就被妈妈做的咖喱牛肉饭叫醒……,2
一回家就大鱼大肉的，真是种罪过啊！,2
行了，不多说了，吃饭去鸟……[馋嘴],2
收拾行李去遥远的地方上学咯,2
要不咱就妥协哈,2
好啦~通过现场抽奖~店内抽出了又一位幸运主人哦~~,2
获得了偶们店内消费抽奖滴结云披萨套餐一份+狩猎卡一张滴奖品哦~~,2
恭喜这位主人~~,2
萌妹纸KISS再一次闪亮登场为偶们颁发出这一份幸运滴礼品哦~~,2
昨天去书店淘到的「不语森林」，居然找到了…,2
鸡冻的老泪纵横……,2
不语森林当当已经缺货有段时间了TAT书店阿姨大叔我想抱住你们的头狂吻！！！,2
太给力了吧也！…,2
那天又看到这个表，西单卖159，没买，后来俺伟大的老娘发现 淘宝卖80多，买了，到时挂美帝的家里天天望着祖国哈哈！,2
虽然摊上了一个绝情的亲爸、却得到了一对极好的伯父伯母。,2
老天爷、谢了[握手][握手]赚了，一换二。,2
我知足！,2
好大一大瓶呢，女儿说可以用三年，哈哈！,2
//@很花的骨朵儿:擦一屁股圆珠笔油~哈哈哈~,2
还有40分钟就要开始了，刚收工回到房间，马上打开了电视机，调到了湖南卫视，此刻的心情是紧张又期待，希望大家喜欢这部戏???????????,2
，虐恋的感动...,2
"宝贝,今天冲我挥小手,嗷嗷嗷!!!",2
谢谢朋友的安慰和祝福。。。,2
晚上姑妈一家人过来玩，我和开心回去得晚一点，开心一进屋看到客厅坐满了人，特别是我妹那火热的娜式热情，居然吓得哇哇大哭，躲进卧室，任凭大家轮番威逼利诱，说什么也不愿出来了。,2
今天leo平生第一次逛商场啦，知道要给他买东西，那叫一个high啊，都不肯在车里呆着：leo在久光[嘻嘻],2
哇噻。。。,2
终于有网络了。,2
心情好起来了。,2
谢谢。,2
网友：12:50:00 飞起来哦 飞起来了，现场欢呼中，飞起来了，我哭了，现在已经在高空，现在2001在空中,2
不打时间耽误了，飞起来，我们的丝带飞起来，现场观察人员在哭泣中是欢喜的哭，是中国人最激动的哭，大家跳起来，现在2001在空中看 不见身影，越来越远，我哭了,2
生日快乐。,2
[心][心][心]十一，您与国同庆！[爱你][爱你][爱你],2
[偷笑] 装蹩~~~~~~~~~,2
[抓狂]广大百万年薪招19学院院长，身为广大学子我都要上网先知道条消息……[晕],2
到苏州了！,2
我是小超人！,2
很快乐！,2
哈哈哈！,2
[思考]后置IO的改法想好了，明天去买材料！,2
[哈哈] 改好就可以准备最后的装机，拍照，找个论坛发帖weiphone+pcinlife！,2
很享受不巡演，晚上不演出的日子，一切恢复正常～～,2
哈哈哈哈哈哈！！,2
不过很喜欢这种感觉。,2
word文档英文8页翻译成中文4页多9行！,2
完工了有木有！！！！！,2
宝贝来亲个响的！！,2
看谁嘴巴撅得最长[做鬼脸][做鬼脸][帅],2
雷死人了 一个大学生到一个化工企业做行政，不知道毛主席叫什么。。。,2
心情太2了打字快了点经常出现错别字了，一辈子不去厦门呆几年那是一种人生的缺陷！,2
你们都懂得，嘿嘿嘿[哈哈],2
没看过瘾的赶快来看了！,2
能清晰得听到天鹅的鸣叫。,2
[哈哈] [哈哈] [哈哈] [哈哈] 今晚7点正式发布《FACE》网络版，各位亲朋好友敬请关注和转发。,2
让大家回家好好过个年，同时，也绕开最最高峰，也能省点钱，何乐而不为！,2
"好吧,你好了就成~果然吃的最能治愈你~哈哈!",2
哇 这个太有了..,2
我兴奋地答应了，到现在都两年了。,2
终于闲下来了，不过好像也快下班了，今天时间过得特别快。,2
为了那个未知的将来，继续努力奋斗吧[彩虹],2
"母女俩的笑容好灿烂,尤其那小女儿,真个是如花似玉,清纯可爱!",2
"~~~真后悔没把照片拷过来,好让我也分享她们的阳光快乐!",2
明早出发，开启英伦古堡庄园探秘之旅，全程直播哈！！！,2
大不列颠，俺又要来了 ！！！（需代购的童鞋可随时私信我哈）,2
哇哈哈！,2
超高清感觉超好的。。,2
看每一次感受都不同、收获也不同…,2
好好打，争取好成绩。,2
有你们，真好。,2
休息一下，准备出发[哈尼兔耶],2
每年都有无数的人来拍梯田 我自知水平不好 仅存内心对哈尼族尤其是哈尼女人的敬仰 他们勤劳善良 砍柴上山 做饭背娃 笑容灿烂而简单~~,2
哇咔咔，终于可以开吃啦[嘻嘻] 不过开动之前要先合照[花心] 设定自拍功能~3，2，1~！,2
有人头发榻在盘子里了[偷笑],2
我来发射怨念波拉~~~~~~借用阿律律的话：一只清蒸，一只红烧，一只炖汤，一只糖醋……,2
某四只，乃们说怎么样啊[偷笑],2
截止4月7日收到爱心救助款；叶小姐200元，吴志萍给宝宝的小布丁MP3和婴儿用品，谢谢大家对宝宝的帮助和祝福，家人在此跪谢了。,2
他们下场热身赛是两天后在巴塞罗那对智利，这次可以不用飞大半个地球了[哈哈],2
啊哈哈哈哈！！！！！！！,2
开玩笑啊我家老床了！,2
睡了几代人了哇哈哈哈哈！！,2
同屋疑惑：房间暖气开的这么大，怎么鞋会这么冷？,2
我答：不是鞋冷，是绿城输球后，你的心冷。,2
还可以嘛``能凑齐12张，2011恐怕是画不出12张了，年纪大了``今年开始要认真寻找另一半了``最好她也爱画画[害羞],2
这几天玩得差不多了，该忙正事啦！,2
反正都是那边影楼老板给报销，我是不是应该疯狂扫购一下呢？[哈哈][猥琐],2
我今天算是见识到什么叫此地无银三百两了~~不过[害羞] 我觉得自己扇自己嘴巴这事儿肯定挺好玩[太开心],2
谢谢阿姐，熊猫灯太阔爱了[呵呵],2
"今天该怎么说,拍这张照片是最幸福的时刻。。。",2
和父母在一起才是真正的过年啊！,2
我还是喜欢切成向日葵再吃。,2
@DreamLGC 哈哈~有没有RP呢？,2
托马斯穆勒无奈啊，体重啊！[偷笑],2
小孩子嘛 没事喜欢玩玩[笑哈哈],2
回复@Big_Donkey:[哈哈]评论很欢乐啊~~,2
其实不管什么脸，最美的还是笑脸，对不对？[哈哈],2
哈哈哈我记得丽子和日向有一张是「妈妈再也不用担心我的学习！,2
考生们撒丫子玩儿去吧！,2
你今晚准备干什么？[礼花] [思考] （当年高考完那天，又是暴雨又是冰雹的，我一个人淌水回家，买了半个西瓜坐在满屋子的复习题中间吃，想着一会儿把所有的书所有的练习卷都烧掉！！,2
好的 赢定了 提前恭喜！！[奥运金牌][夺冠感动],2
中模组的特别洋气的小G们出去参加活动了，[太开心]你们出去赚钱养家哈@Hi橙洋,2
我才不告诉你们我做出来是谁呢,2
@谢欢喜小姐 咱们三个是有多默契，清一色呐~,2
[馋嘴]在电脑上看完《痞子英雄》电影版啦！,2
还想去电影院看看咯！[偷笑][偷笑]@包子肥肥 　好看！,2
华研自黑好多年~~习惯习惯就好哇哈哈哈,2
//@闷啊_: 传说中的自黑吗啊哈哈哈~,2
潜水时，惊闻捂裆派又添新成员，于是特将此图奉上，以表庆祝[鼓掌]二师兄，此行收获不小啊[偷笑]@电视剧新白发魔女传,2
全身按摩加花瓣浴，超舒服。,2
我在这里: 苏州[酒][酒][酒] ，难得进次轻吧[鼓掌][鼓掌][鼓掌],2
过啦过啦，我过啦[威武][哈哈][哈哈][哈哈][耶][神马][兔子]@清澈的水儿,2
呵呵 老地方 @饭有盐 哈哈 快来咯 开饭了,2
各位，咱们来个嗨皮的，狂欢一下吧~~~大家一起来看@冯喆小胖 做鬼脸，这可是难得一见的啊，比他的萌照更萌，比他的段子更神奇,2
最后一段TTTT 瞬间戳泪点TTTT 这个谷歌那天吵过架什么的哈哈哈,2
honey把我膝盖当枕头了[衰]无视我的脚趾吧[汗]@Iayabf-佩佩 羡慕波！,2
ozzy：slash，听说你会弹吉他，你都会唱什么歌啊？[爱你] Slash：[生病],2
看来吃西餐也要组团了哈哈,2
捞B[哈哈][哈哈],2
我滴亲故~我滴臭豆腐般友谊滴亲故~我等到这会儿我容易吗？！,2
生日快乐哈~~万年童颜咱今年18明年15！,2
坑爹神马的会有的，所以先温情你一下咯~~今后也要多多见面才行哈~~~@Fiona贝比 [羞嗒嗒][好爱哦],2
回复@占豪:有钱了，下饺子！,2
照片出来全都是蒙的 哈哈哈哈,2
@阿希_头像我们结婚吧 生日快乐乐乐乐乐乐乐乐乐乐乐乐乐XDD＞3＜！！！！,2
五年前的今天我们一起参加高考，有我的好同桌，有好基友，还有暗恋对象，哈哈，一起经历了初中高中，年少时最好的时光[爱你][可爱]@pan玥伽,2
@F_EunHae 阿布基一通电话打得我大半夜背口语心暖暖的[泪],2
西皮~~我忍不住啦[泪],2
你最近会不会太爱我 〒▽〒 →,2
//@木卜歹殳 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈我跪了！！！,2
偶是首席伴娘！[酷],2
欢迎 Meganmay 漫画笑话集和 逃7小葱 的入住。,2
欢迎各位亲入住我的城市。,2
让我们一起幸福的生活。,2
赶赴与翔翔的七夕之约！[可爱][可爱][可爱][可爱][可爱][可爱],2
我的部队发挥出色，获得了战斗胜利！,2
为了庆祝，我决定和大家分享战利品。,2
不过我确实有点美哦！,2
娃哈哈,2
再来个NBer深层互动，折上加折，一折惠赠！[偷笑],2
在看去年824快本@娇娇ai_hg 拍的照片，404张 = = 看到这个笑趴了，本来只是一脸崇拜的看着小和尚—摸小和尚头，原来是真头哦—一脸崇拜样的摸小和尚头—用衣服给小和尚擦头—继续摸—我还摸—我再摸 = = 哈哈哈哈哈哈哈哈~~~~韩庚你好样的，你要抽死我么？,2
每次现场都要把我笑趴下,2
"怕你们走私,哈哈:)",2
哈哈哈哈，下次在和室友们吃火锅的时候就来玩,2
//@这只大碗 哈哈哈,2
哈哈哈！,2
噗哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2
//@ChrisHiddleston: 卧槽笑死了。。,2
嗯！[泪]我终于做到了！,2
泪奔！,2
蓦然回首处，伟大滴安爷爷，居然成了业余爱好者~[哈哈],2
"//@安武林: [哈哈]姑妄言之,你姑妄听之",2
哈哈哈,2
大家都去人肉她！！！[偷笑][偷笑][偷笑][偷笑],2
//@给我肉: 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！！！,2
"仔儿睡醒看到蛋糕果然开心[蛋糕],俺们也很开心[偷笑](他不知道自己啥德行呢,哈哈哈)@大景--",2
哈哈哈所以我问他们是不是在比烂…,2
@君若衣-新白发魔女传 同一天过生日的，一起快乐[哈哈][蛋糕],2
因为你是开心果啊铁达尼亲亲[爱你],2
//@1215the老琳_南国相思豆: 艾玛，我又笑了[j蹭],2
笑死！@周立波脱口秀精选,2
无印象了；[嘻嘻]也搞不清东南西北。,2
回复@Ars屿为理想奋力一搏:38度的天重庆人民好憋得住[太开心],2
哈哈哈哈@ASTRAWBErRYJAM [雪人]balibali我要画册[害羞],2
回复@米兰风云:[嘻嘻]那我再多挣点儿！,2
回复@人未到伤心时:[哈哈]茶语就是茶语！,2
木错吧？[哈哈],2
如果倡导：共同富裕、为人民服务，能统一思想吗？[哈哈],2
母亲现在边蒸馒头边讲故事，乐死我了。,2
大家节日快乐，今天是满快乐的,2
#怪怪怪#[耶][偷笑]有点过呵~,2
//@陈晴OSY-400:这图片也太搞笑了[偷笑],2
//@小疯子nata:哈哈哈,2
别说，当时我还真相信豌豆公主真实存在，还真想这事勒[偷笑],2
~[哈哈],2
"一辈子那么短暂,怎么开心怎么来,到死的那天,怎么都会说后悔,所以不想那么多,开心当前每一天吧![钟][咖啡]",2
这得穿到神马时候啊[偷笑],2
//@唐师曾:[哈哈],2
从此哥再勾搭任何女生都算是违法了'哈哈哈'花花世界'手下留情啊@天影诀,2
放心来这边不会有高原反应 [哈哈][哈哈][哈哈][哈哈][哈哈],2
哈哈哈哈哈 我也在想是不是24拍的。。,2
[偷笑]他也不像会用这个头像的人，哈哈哈哈哈哈哈,2
看来我一直都坐错舱位了，哈哈~~,2
呵呵，皇军小沈阳.....@假装是法官：“我自己的买卖，我想开就开，想关就关，这主我都做不了了。。。”,2
//@方舟子: 不仅造谣诽谤，而且倒打一耙，这种人还能当师范大学的教师，教出的是什么样的未来教师？,2
#海飞丝?实力视界#哈哈，人家这么闲情逸致的，干嘛吓唬人家~~淡定老兄一抬头就HOLD不住鸟……,2
回复@宋健强微博:我报名来做几道台湾菜[哈哈][哈哈],2
回复@小狗狗汪汪汪:你羡慕的话，我们替你改改名？[哈哈],2
感觉真像在唱k哈哈哈…@遥远的梦faraway,2
1秒钟变胖，原来是这样完成的[偷笑]@小明NBTV4,2
吴杰超哈哈哈哈哈哈哈,2
//@Tanna小侨:哈哈哈哈哈哈哈哈哈哈哈哈哈,2
黄桃子你其实是谐星吧哈哈哈哈哈哈哈哈哈哈,2
看在今天是你的破蛋日，就承认你今天是“三好”吧，哈哈…,2
哈哈，下次伦生再来一定要到［响］[哈哈]～～,2
美国人的东西[哈哈],2
忽然愉悦地发现它们还在……_(:3 J z)_,2
猥琐版的。。[哇哈哈],2
啊哈哈哈哈救命蜀黍你_( :3 | L)_,2
终于吃上饭了。[馋嘴] 我在#龙之梦购物中心#,2
哈哈，葫芦娃，偶决定和爷一样，今晚重温葫芦娃娃。,2
//@露雨含-576:CC 我决定曝光老大的爱好· 哈哈· 葫芦娃 葫芦娃······,2
都说了朦胧产生美嘛[嘻嘻],2
//@S-艾斯StillSherlock-S: 哎哟哎哟，我好开心！！,2
大宝贝第一，小宝贝第二啊啊啊！！,2
开心开心，还有沈少爷第三，哎一古呀，这前三甲如此合我心意！！[鼓掌][鼓掌][鼓掌],2
哈哈哈，俺家猪小白某次剃毛，她爹手重了一点把PP毛给剃光了，自卑了好一段时间，一看到人就往地上一蹲，把PP藏起来。。,2
CARY爸看婷婷这照片，惊叹着说：这俩孩子真挺像的嘿，尤其那脑型，一模一样……[偷笑],2
今天就来天津啦[花心],2
现在流行送iphone玩具，呵呵。,2
回复@秦_北:老魏竟然调戏小女[哈哈][哈哈][哈哈][哈哈][哈哈],2
TMD，笑死我了 ！！！,2
黑社会砸网吧，我从53秒笑到1分30 。。。,2
哈哈哈哈哈哈哈。。。,2
当初和dobbin一起去过 @Sarah_美丽笨女人: 哈哈，风波庄还在啊？,2
适合我这个懒人嘛[哈哈],2
[哈哈]某猫表示很淡定！,2
天姐不发威~你当我病猫~哈哈哈哈哈@GIF快手,2
夏天到了就是要小清新一下哈哈哈哈哈，期待周五海洋风来袭啦~@琦隆SH,2
猫咪也想过六一！[哈哈],2
我也从来不上火[哈哈],2
晚上可以吃海鲜咯！,2
捶，阿桃乐了[笑哈哈],2
哈哈，掐指一算，矮油，今天下午我要去过儿童节,2
@张翰 做最爱你的朋友 真好听！,2
一万瓦电灯泡考虑要不要当下[嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][哈哈][嘻嘻],2
[哈哈]采血证，，，笑死了！,2
[嘻嘻][嘻嘻][嘻嘻]@Baby-肉儿,2
哈哈，泼妇开骂了，谁有空去看戏?,2
李莱恩Ryan：早上出门上班，楼下准备上车前，只看远处一位身材高挑，凝肌玉肤，身着黄裙的妹子在向我含笑挥手，才意识到自己被白富美邻居搭讪了 @-芝麻酱-,2
我爽啊！[cai开心],2
爱对了人每天都是情人节@黑人建州 [爱你]Happy Valentines everyone [心][心][心],2
//@新浪NBA: 哈哈哈哈哈,2
只有这个一辈子。[哈哈],2
哈哈哈 SMT LA 艺声在表演时在系鞋带。。。。,2
这是我最最最开心的生日派对了!,2
回复@长春沈公子:独自饮酒，独自偷欢，马子都你一人儿泡了，哈哈！,2
最神的还是这翻译，太逗了！[哈哈]让你笑崩的视频：,2
哈哈是吧,2
哈哈嗯呢,2
嘻嘻，,2
哈哈、,2
呵呵~~,2
开心呢,2
"哈哈,",2
啦啦啦,2
嘿嘿……,2
嘿嘿…,2
开心！,2
嘻嘻，抱抱,2
捏哈哈~,2
嘿嘿！,2
开心吼吼,2
哈哈…！,2
嘻嘻~~,2
呵呵好的,2
嘿嘿。,2
嘻嘻。。,2
嘿嘿！不是,2
开心开心哈哈,2
哈哈嗯嗯,2
哈哈！！,2
哈哈是不是,2
嘿嘿。,2
嘻嘻…,2
捏哈哈~,2
开心吧,2
嘿嘿嗯嗯,2
开心吧,2
哈哈！…,2
呵呵呵~,2
哈哈好呢,2
哈哈，好,2
嗯啦~,2
开心啊。,2
哈哈、,2
捏哈哈~,2
哈哈是啊,2
哈哈是的,2
嘿嘿……,2
哈哈是呀,2
啊哈哈!,2
呵呵呵~,2
开心啊。,2
嗯啦~,2
哈哈对呀,2
嘿嘿、,2
哈哈！…,2
嘻嘻。,2
哈哈是啊,2
嘻嘻，,2
哇爽！,2
嘿嘿。,2
嘿嘿是呢,2
开心呢,2
嘿嘿！不是,2
开心啊。,2
嘻嘻..,2
哈哈是呀,2
啊哈哈~,2
哈哈有点,2
嘻嘻……,2
哈哈好吧,2
开心！,2
呵呵呵.,2
哈哈就是就是,2
哈哈还好,2
嘿嘿嗯嗯,2
嘿嘿、,2
哈哈是的,2
哈哈好的,2
哈哈、好,2
开心呢,2
哈哈!,2
哈哈……,2
哈哈是的,2
嘿嘿。,2
开心了,2
嘻嘻。。,2
嘿嘿是吧,2
嘻嘻笑,2
哈哈……,2
嗯啦~,2
嘿嘿~,2
呵呵好啊,2
嘻嘻，抱抱,2
哈哈是的,2
嘻嘻笑,2
哈哈好,2
嘻嘻，,2
哈哈！！,2
"哈哈,",2
哈哈是啊,2
开心。,2
哈哈嗯呢,2
哈哈，好,2
呵呵~~,2
哈哈…,2
哈哈，,2
嘿嘿，,2
嘿嘿~~,2
嘿嘿、、,2
哈哈!,2
嘻嘻……,2
嘻嘻笑,2
开心。,2
哈哈…！,2
哦呵呵！,2
嘻嘻……,2
嘻嘻~,2
哈哈是呀,2
呵呵呵…,2
笑嘻嘻.,2
嘻嘻，抱抱,2
嘿嘿是呢,2
啊哈哈!,2
呵呵呵~,2
哈哈好呢,2
嘻嘻笑,2
嘻嘻，抱抱,2
嘿嘿',2
嘻嘻……,2
嘻嘻。。,2
哈哈！…,2
哈哈!,2
哦呵呵呵,2
哈哈好,2
终于看到你的微博了,2
哈哈，我也想要一个。,2
好好休息，好好休息！,2
哈哈，好可爱的小朋友,2
我和小伙伴们都惊呆了,2
开心到尘埃里，然后开出花来,2
哈哈，你也太可爱了吧,2
这就是我想要的生活！,2
注意保暖，小心感冒啊！,2
新年快乐！新年快乐！,2
北京今天天气很好。,2
哈哈，好可爱，好可爱,2
孔雀东南飞，孔雀东南飞！,2
我也想要哈哈我也想要,2
我和小伙伴们都惊呆了,2
烦恼多多，烦恼多多。,2
