美国拒绝从中国进口口罩，好像跟你说一句，你脑子是不是瓦特了，面对疫情还想与中国battle，我也真是醉了#美国拒绝进口中国kn95口罩# 真为那些美国人民心寒啊。 2常熟市 ?
#美国拒绝进口中国KN95口罩#搞得好像我们想给你一样 ?
#美国拒绝进口中国KN95口罩#，他们的目的，就是为了等着台湾给他们捐赠1000片的口罩。 可惜台湾的日产量确实太低了，才1000片/日。 Lljh梁先生的微博视频 ?
#美国拒绝进口中国KN95口罩#不知道这话美国能记牢不 ?
#美国拒绝进口中国KN95口罩#【美国疫情严重却拒绝进口中国KN95口罩  #美国医护人员谈论物资短缺被解雇#】据海外网4月1日报道，近日，美国至少有两名医护人员因公开表示需要更多的新冠病毒检测和防护设备而被医院解雇，美国各地的医院都警告医生和护士“不要将新冠病毒造成的医疗用品短缺情况公之于众” ?  展开全文c
#美国拒绝进口中国KN95口罩#少替人家操心吧，房贷车贷还完了？ ?
#美国拒绝进口中国KN95口罩#中国：喵喵喵？？？我也没想出口给你们啊 ?
#美国拒绝进口中国KN95口罩#求之不得  拜拜了您嘞 ?
有本事呼吸机也别要！！我大中国14亿人口你才3.3亿（国土面积相当），我大中国先受其苦为大家积累了经验教训，你美国居然整出18万感染者来，还不断在涨，……特朗普，你靠点谱行不？#美国拒绝进口中国KN95口罩#
"#美国拒绝进口中国KN95口罩# 【报道称FDA拒绝KN95口罩进入美国 外交部：抗疫物资认证标准差异不应成为合作障碍】2020年4月1日，外交部发言人华春莹主持例行记者会，以下为部分实录。记者问:据报道，KN95口罩是N95口罩的中国替代品，但美国食品药品管理局(FDA) 拒绝允许其进入美国。中方能否证实,对此 ?  展开全文c"
#美国拒绝进口中国KN95口罩#美国彻底没钱了 ?
#美国拒绝进口中国KN95口罩#不用就不用呗 吃亏的又不是我们 ?
#美国拒绝进口中国KN95口罩#真是有“骨气”吼，不要中国的口罩，让韩国找中国要，现在口罩百分之九十的生产线掌握在国人手里，有本事就就靠剩下的那百分之十啊，看看那么点口罩够不够救你十六万确诊病例 ?
时隔79年，继珍珠港港事件后，美国纽约帝国大厦再次亮起急救灯！不过，这次入侵的不是人，而是病毒！#美国拒绝进口中国KN95口罩##纽约州检测1.8万人半数阳性# L全哥不吃鱼的微博视频 ?
#美国拒绝进口中国KN95口罩#美国最新检测数据！ ?
据网友爆料，青岛某社区卫生服务中心，排队检测核酸，外国人插队，还扔掉别人的单据！#美国拒绝进口中国KN95口罩##青岛外国人插队# L橙熟的逗比炮的微博视频 ?
#美国拒绝进口中国KN95口罩#那你就给爷马不停蹄的滚 ?
#美国拒绝进口中国kn95口罩# 外国佬的工业好多都不生产，却还控制着生产产品的标准，就连一个口罩也是这样，在标准上做足了文章，来挟制中国。你们拿标准说事是吧，行，咱口罩慢慢做，作出中国自己的标准来了，再卖给你们吧！//@乐乐嘟嘟:有消息，国内普通口罩报价最低到1.4元
#美国拒绝进口中国KN95口罩#不是你们不进口，是我们不卖谢谢！ ?
#美国拒绝进口中国KN95口罩#死皮不要脸 ?
#美国拒绝进口中国KN95口罩#【美国疫情严重却拒绝进口中国KN95口罩  #美国医护人员谈论物资短缺被解雇#】据海外网4月1日报道，近日，美国至少有两名医护人员因公开表示需要更多的新冠病毒检测和防护设备而被医院解雇，美国各地的医院都警告医生和护士“不要将新冠病毒造成的医疗用品短缺情况公之于众” ?  展开全文c
#美国拒绝进口中国KN95口罩#不管美国咋想的，反正不会白送 2菏泽·成武县 ?
#美国拒绝进口中国KN95口罩# 美国疫情严重却拒绝进口中国KN95口罩。全国各地的医院都接到了“媒体禁言令”。但是就在疫情已经如此严重的情况下，美国新闻网站BuzzFeed 3月29日的报道称，“病例激增口罩短缺，但美国拒绝中国的KN95口罩”。美国至少有两名医护人员因公开表示需要更多的新冠病毒检测和防 ?  展开全文c
#美国拒绝进口中国KN95口罩#最好，看能承担什么时候？最后有可能还是要中国捐赠不， ?
#美国拒绝进口中国KN95口罩# 【跨越80多年的互助！#拉贝后代向中国求援# 中国药企免费赠药】中国驻德国大使吴恳：南京大屠杀时，德国人约翰·拉贝建安全区，挽救了20多万中国人生命。他的孙子是位大夫，最近来信求援说需要中国生产的一组药品，浙江医药企业决定免费赠药！德国在几十年前帮助了我们  ?  展开全文c
#美国拒绝进口中国kn95口罩#强烈建议出口转内销！ ?
#美国拒绝进口中国KN95口罩#xswl 这是在等最后一天还是等病毒自动消失 ?
#美国拒绝进口中国KN95口罩# 这是不想买就想白拿的意思吗？是不是白拿了以后还要秋后告捐过去的质量有问题“索赔”?米国真的是国际级老阴阳了。 ?
#美国拒绝进口中国KN95口罩#  当局政府是傻吗美国都感染了十几万了还在拒绝？美国公民肯定都在骂政府吧 ???
#美国拒绝进口中国KN95口罩#  果然是个憨憨 ?
#美国拒绝进口中国KN95口罩# 我怎么记得前几天还不是这么说的互联网有记忆哦 现在物资这么珍贵呢 嗯嗯嗯嗯？？  #钟南山表示无症状感染者不会引起大暴发#  俺放心了钟院士说出来就很安心钟院士和他的团队都辛苦了辛苦啦 ?中国加油！  （别抄我的）
#美国拒绝进口中国KN95口罩#这是要学中国自力更生吧 ?
#美国拒绝进口中国KN95口罩#我们求他买了吗？ ?
#美国拒绝进口中国KN95口罩#噗~。 ?
#美国拒绝进口中国KN95口罩#这不就老美的日常操作了吗，明面上硬气的狠，私底下求爷爷告奶奶让其他国家帮忙来中国要口罩，要么干脆发动美国民间卖惨跟中国要 2揭阳 ?
#美国拒绝进口中国KN95口罩#呦呵千万别要 千万别真香 ?
#美国拒绝进口中国KN95口罩#相信我，你一定会为你的拒绝而后悔 2亳州·蒙城县 ?
#美国拒绝进口中国KN95口罩#一边说没口罩可以用围巾一边拒绝进口中国口罩迷惑操作…… ?
#美国拒绝进口中国KN95口罩#翻脸比翻书还快！ ?
#美国拒绝进口中国KN95口罩#不要正好，我们自己还不够呢，咱也不求着你要到时候别脸疼才好 ?
#美国拒绝进口中国KN95口罩#不用拉倒！ ?
#美国拒绝进口中国KN95口罩#小心美国的尿性，即使现在进口了，之后也会按照美国法律和检测标准再诉讼。所以要不不卖，要卖就完全按照美国标准，该涨价涨价 ?
#美国拒绝进口中国KN95口罩#最近真的一系列迷惑行为… ?
美国护士颤抖着哭求：医院不为护士提供口罩。求你，让我自己保护自己…… #美国拒绝进口中国KN95口罩# L青年湖南的微博视频 ???
#美国拒绝进口中国KN95口罩#【美国疫情严重却拒绝进口中国KN95口罩  #美国医护人员谈论物资短缺被解雇#】据海外网4月1日报道，近日，美国至少有两名医护人员因公开表示需要更多的新冠病毒检测和防护设备而被医院解雇，美国各地的医院都警告医生和护士“不要将新冠病毒造成的医疗用品短缺情况公之于众” ?  展开全文c
#美国拒绝进口中国KN95口罩#好，做的太棒了，是个正确的选择，希望王境泽定律不会打您们的脸！ ?
#美国拒绝进口中国KN95口罩#不要才好，避免话多，这个不要脸国度，勉强它没用。 ?
#美国拒绝进口中国KN95口罩#....... ?
#美国拒绝进口中国KN95口罩#拒绝就算了 ?
#美国拒绝进口中国KN95口罩#不要拉倒…还不出口美国呢???  识货的来吧… ?
#美国拒绝进口中国KN95口罩#哈哈哈哈哈哈哈哈哈哈哈哈 ?
#美国拒绝进口中国KN95口罩#太好了 哈哈哈 ?
#美国拒绝进口中国KN95口罩#所以美国人民是打算等s了吗？ ?
#美国拒绝进口中国KN95口罩#我靠我真的气死了 还有一个什么青岛外国人插队的 阿中不要给我做舔狗行吗？？？？我 真的 气死了 ?
#疫情##美国拒绝进口中国kn95口罩# 上赶着不是买卖，麻烦看清自己，看清别人，第一，在这个风口浪尖都有点儿良知，别粗制滥造砸自己招牌；第二，我们犯不着为显示大国风范帮了别人还让别人骂是傻子！ ?
#美国拒绝进口中国KN95口罩#好牛逼，你自己说拒绝的，可千万别等着回来求我们，很打脸。 2青岛 ?
#美国拒绝进口中国KN95口罩#  ??我还不想给呢 ?
#美国拒绝进口中国KN95口罩#不要正好！省的之后讹我们！以后也别要，谁要谁是孙子！ ?
【蓬佩奥称抗击疫情资助美国远超中国 外交部：无意跟任何国家攀比】针对美国国务卿蓬佩奥日前表示，美国对国际抗击新冠肺炎疫情资助的数额远远超过中国，在1日的中国外交部例行记者会上，发言人华春莹表示，中国尽其所能为其他有需要的国家提供力所能及的支持和帮助，无意跟任何国家进行攀比。 ?  展开全文c
一名美国护士哭诉医院不为护士提供口罩，甚至还不允许戴自己的N95口罩。在美国，护士们并没有得到保护，最终她选择了辞职！#美国拒绝进口中国KN95口罩# L头条王的微博视频 ?
#美国拒绝进口中国KN95口罩#听说这位喝美国水都是甜的，闻美国空气都是香的女性回国了，现在带着红皮白心说喜欢中国，你应该去精神病医院了 ?
#美国拒绝进口中国KN95口罩#拒绝那就算，就跟我们想出口给他们似的，还有好多国家需要这样急救的医用物资呢，至少其他国家都会对我们有感恩互助之心 ?
#美国拒绝进口中国KN95口罩#这说的就好像我们愿意卖给你一样。 ?
也许是我狭隘吧，其实中国的口罩还是相对紧缺的，中国捐赠应该是捐给疫情期间帮助过我们国家的，对于那些捐赠了还嫌我们的产品不达标的国家还是算了吧，至于出口，说真的，内需挺大的，别人不进口，我们就不出口吧#美国拒绝进口中国kn95口罩# ?
就不应该出口给那些白眼狼#美国拒绝进口中国KN95口罩# #中国抗疫物资出口收紧#
#美国拒绝进口中国kn95口罩#  特靠谱：没人比我更懂口罩，我们不需要戴口罩，相信病毒哪天会突然消失的。  ?
美国护士颤抖着哭求：医院不为护士提供口罩。求你，让我自己保护自己…… #美国拒绝进口中国KN95口罩#@正义网 L青年湖南的微博视频 ???
#美国拒绝进口中国KN95口罩#爱要不要，希望之后也不要舔着脸来求 ?
#美国拒绝进口中国KN95口罩#真·没话讲 双标啊真是双标 ?
#美国拒绝进口中国KN95口罩#不要算了 ?
"#美国拒绝进口中国KN95口罩# 【报道称FDA拒绝KN95口罩进入美国 外交部：抗疫物资认证标准差异不应成为合作障碍】2020年4月1日，外交部发言人华春莹主持例行记者会，以下为部分实录。记者问:据报道，KN95口罩是N95口罩的中国替代品，但美国食品药品管理局(FDA) 拒绝允许其进入美国。中方能否证实,对此 ?  展开全文c"
#美国拒绝进口中国KN95口罩#疫情那么严重还挑口罩。enmm ?
#美国拒绝进口中国KN95口罩#美国物资丰富，医疗体系完善，政府执行力强，所以这是一定会拒绝的 ?
#美国拒绝进口中国KN95口罩#真的不怪别人不要，朋友圈全是私人企业卖这些假的Kn 95口罩进出口，我都投诉好几次了，也没有人管 ?
#美国拒绝进口中国KN95口罩#既然都拒绝了，我们也不要勉强美国了，他们物资很充足 ? ???
霸气回应:基于荷兰媒体反映中国口罩不符合要求的报道中国暂停所有出口荷兰的医疗产品的许可！你不是说东西不符合要求吗？老子不卖了！没有中国的商品，快饿死的时候你会求救中国的，这不美国政府就通过巴西政府求购中国呼吸机，早干嘛去了？底气呢？#美国拒绝进口中国KN95口罩# L军哥日记的微博视频 ?
#美国拒绝进口中国KN95口罩# 每个国家对医疗食品药品商品流通制定的标准不同 可以理解 but这都什么时候了 孰轻孰重心里还真是没数儿呢 祝你们好运 2荷兰 ?
美国检测能力之前严重滞后也是因为不相信中国和WHO的试剂准确率，坚持要自研试剂，耽误了一些时间，但自研初期又因为实验室错误导致第一批试剂无效，又耽误了一些时间。CDC还沿用此前授权流程，严格控制着试剂生产授权和检测要求，结果到了2月中旬美国一天也只能测试一百多。大量疑似都没有检测。
【外交部回应#美国拒绝进口中国KN95口罩#：抗疫物资认证标准差异不应成为合作障碍】
#美国拒绝进口中国KN95口罩#其实我们都不够用，美国想多了！ ?
#美国拒绝进口中国KN95口罩#我们还不想卖呢！自己留着不香吗 ?
#美国拒绝进口中国KN95口罩#霍 还显得你高贵了那前些天说什么请钟南山院士 还想把人送美国给你们治疗谢谢有被笑到 ?
#美国拒绝进口中国KN95口罩#就这么一段没头没尾的视频就使群情激愤起来了… 还是BuzzFeed的新闻… 一个是本国标准，一个是他国标准，不接受他国标准下的产品不是常规操作吗，各国都是，平时都得严控，更何况特殊时期了。 ?
【外交部回应#美国拒绝进口中国KN95口罩#：抗疫物资认证标准差异不应成为合作障碍】4月1日，外交部发言人华春莹针对“美国食品药品管理局（FDA）拒绝允许N95口罩的中国替代品KN95口罩入美”的提问回应称，不清楚美方出于什么考虑作此决定。华春莹表示，当前疫情形势下，口罩是各国急需物资，中国国内的 ?  展开全文c
#美国拒绝进口中国KN95口罩# 人美国地大物博，不需要我们的东西，我们还懒得给他呢。哼巴不得你们不要，这样可以省下好多来给需要的人 。 #钟南山表示无症状感染者不会引起大暴发#  是这样就太好了！但是还是别忘了保护好自己啊！ ???钟老辛苦了！ ? ???
#美国拒绝进口中国KN95口罩#美国式民主，美国式公开透明，自欺欺人，掩耳盗铃 ?
#美国拒绝进口中国KN95口罩#可以几经他手，再踹到口袋里对吧所以说made in China得显眼一点嘛 ?
#美国拒绝进口中国KN95口罩#自由美丽坚，递进增长每一天 ?
去xx的永久条例#美国拒绝进口中国KN95口罩#
#美国拒绝进口中国KN95口罩#倔强的结果就是被取而代之，希望美国到时候成为中国旗下分国 ?
#美国拒绝进口中国KN95口罩#幸好你拒绝了，不然我们还不好意思拒绝你。感谢！ ?
#美国拒绝进口中国KN95口罩#爱  买   不   买 ?
#美国拒绝进口中国KN95口罩# 强扭的瓜不甜，美国不愿意进口中国的KN95口罩，这是人家的自由，中国总不能干出“鸦片战争”一样的事吧！前几天，加州仓库突然就翻出3900万个n95口罩，说明人家地主家里存货很多啊，况且政府鼓励美国公司专门翻新消毒再利用n95口罩，在美国人眼里中国KN95口罩是真的不香！ ?  展开全文c
#美国拒绝进口中国KN95口罩#拒绝中国的，然后又从别的国家买从中国造的口罩，钱多烧的慌吗，不过老美可以无休止印钱，钱可能也不是啥大问题 ?
#美国拒绝进口中国KN95口罩#然后你们十几万人感染。。。。 ?
#美国拒绝进口中国KN95口罩#爱要不要 不要拉倒   还给您整出优越感来了 ?
#美国拒绝进口中国KN95口罩#？还有两幅面孔#钟南山表示无症状感染者不会引起大暴发# 保护好自己啊！ ???钟老辛苦了，继续坚持一定可以战胜疫情 ???
#美国拒绝进口中国KN95口罩#不作就不会死 ?
#美国拒绝进口中国KN95口罩#这应该是美国最后的倔强 还没有接受现实强者懂得如何退如何进 钻进牛角尖就不好了就显得有点孩子气了 ?
#美国拒绝进口中国KN95口罩#爱买不买。 ?
#美国拒绝进口中国KN95口罩#不是，都这时候了还在谈政治，搞歧视。和着平民的命不是命呗，和着你们的呼吸方式、呼吸的空气还不一了样呗 ?? ?
"#美国拒绝进口中国KN95口罩# 【报道称FDA拒绝KN95口罩进入美国 外交部：抗疫物资认证标准差异不应成为合作障碍】2020年4月1日，外交部发言人华春莹主持例行记者会，以下为部分实录。记者问：据报道，KN95口罩是N95口罩的中国替代品，但美国食品药品管理局(FDA) 拒绝允许其进入美国。中方能否证实,对 ?  展开全文c"
#美国拒绝进口中国KN95口罩#MG是觉得自己罪孽深重，打算自生自灭吧 ?
孟买贫民窟一位56岁的老人被确诊之后，他家里人都被隔离了，房子也被贴了封条，接触史正在调查中，看起来，印度这工作做得也不错哦，至少比美国不戴口罩更重视吧？不过话说，这房子实在太破了吧。#美国拒绝进口中国KN95口罩# ?
#美国拒绝进口中国KN95口罩#美国真是有一种迷之优越感…… ?
#美国拒绝进口中国KN95口罩# 谁愿意给你啊！国内自己还要留着呢 ?
"#美国拒绝进口中国KN95口罩# 【报道称FDA拒绝KN95口罩进入美国 外交部：抗疫物资认证标准差异不应成为合作障碍】2020年4月1日，外交部发言人华春莹主持例行记者会，以下为部分实录。记者问:据报道，KN95口罩是N95口罩的中国替代品，但美国食品药品管理局(FDA) 拒绝允许其进入美国。中方能否证实,对此 ?  展开全文c"
#美国拒绝进口中国KN95口罩##澳洲军情#【澳专家试验卡介苗防御新冠病毒 正在医护人员体内测试】焦点坊谈 L焦点微记录的微博视频 ?
#美国拒绝进口中国KN95口罩#【美国疫情严重却拒绝进口中国KN95口罩 美国医护人员谈论物资短缺被解雇】据海外网4月1日报道，近日，美国至少有两名医护人员因公开表示需要更多的新冠病毒检测和防护设备而被医院解雇，美国各地的医院都警告医生和护士“不要将新冠病毒造成的医疗用品短缺情况公之于众”。 ?  展开全文c
#美国拒绝进口中国KN95口罩#那就不要出口美国了呗，其它国际也需要 2上海·航头 ?
#纽约州检测1.8万人半数阳性##美国拒绝进口中国KN95口罩# 【特朗普呼吁美国人别抢口罩：可以戴围巾，也挺好】目前，美国确诊病例逼近19万。#纽约州检测1.8万人半数阳性#，纽约一急诊医生表示，医生没有N95口罩，没有防护服。在当地时间3月31日的新闻发布会上，特朗普讨论了美国民众佩戴口罩的潜在需求 ?  展开全文c
#美国拒绝进口中国KN95口罩#  不见棺材不落泪 给脸不要脸 ?
#美国拒绝进口中国KN95口罩# 说的好像我们中国愿意卖给你这个孙子似的爱用不用，不要拉倒！????不稀罕。ok？自弹自唱，走一个～ L佳属猫狗的微博视频 ?
【美国借疫情向叙武装运送物资？ 专家：在往叙利亚伤口上撒盐】据俄媒报道，美国近期打着防控新冠肺炎疫情的幌子，向叙利亚“鲁克班 ”难民营进行人道援助，实际上是想为武装分子运送物资。@小央视频 L小央视频的秒拍视频 #美军战报#  #美国拒绝进口中国KN95口罩# ?
#美国拒绝进口中国KN95口罩#这个垃圾把口罩往鞋子里擦这视频已经在国外疯传了。这垃圾破坏了中国人出口口罩的努力 LSerbianEmbassyy的微博视频 ?
#美国拒绝进口中国KN95口罩#完全ojbk ?
#美国拒绝进口中国kn95口罩##教育在行动#2021考研36 鼓励学生学习 26 鼓励学生学习 ?
【我叫N95  这是我的故事】我叫N95，一种颗粒物防护口罩。2020年，在抗击新型冠状病毒感染的肺炎疫情中，我脚踢飞沫、拳打病毒，这是我的故事↓↓#美国拒绝进口中国KN95口罩# L人民网内蒙古频道的微博视频 ??? 2江油市 ?
#美国拒绝进口中国KN95口罩# 政府的人精神分裂，基层的人孤立无援 2太原 ?
#美国拒绝进口中国KN95口罩#？还有两幅面孔#钟南山表示无症状感染者不会引起大暴发# 保护好自己啊！ ???钟老辛苦了，继续坚持一定可以战胜疫情 ???
#美国拒绝进口中国KN95口罩#还嫌美国的历史不够短 ?
病例激增口罩短缺，但美国拒绝中国的KN95口罩，疫情与口罩之间的矛盾，独树一帜地演绎着什么叫做死要面子活受罪。因为面子而草菅人命，这波行情操作令人大跌眼镜，本质上是骨子里不认KN95中国标准，傲慢与偏见的文化左右着决策。疫情是一面照妖镜，正复为奇、善复为妖，我本将心向明月，奈何明月照 ?  展开全文c
#老赵微评##美国拒绝进口中国KN95口罩# 好！看样子都是库存富余的主，希望你们自己保重，我们不接受“事后下跪喊爸爸”，记得多喝热水就行。别憋着了对病毒来说是个好消息，对全世界也是个不错的消息防护服，呼吸机和药品要不要也禁止一下
【美国纽约州检测1.8万人半数阳性】3月31日，美国纽约州长科莫透露，在过去24小时内共进行了1.8万次新冠病毒核酸检测，其中9298个是阳性病例。科莫在记者会上强调病毒检测的重要性，并称疫情将在未来三周达到顶峰，此前他的弟弟新冠病毒检测呈阳性。 L生命时报的微博视频 ???  ?  展开全文c
#美国拒绝进口中国KN95口罩#挺好d 至今我还没拥有kn95 ?
#美国拒绝进口中国KN95口罩#记住你现在说的话又没有硬塞给你 爱要不要?? ?
#美国拒绝进口中国KN95口罩#漂亮！ ?
#美国拒绝进口中国KN95口罩#真棒 ?
#美国拒绝进口中国KN95口罩#爱用不用 惯的 ?
#美国拒绝进口中国KN95口罩#【美国疫情严重却拒绝进口中国KN95口罩  #美国医护人员谈论物资短缺被解雇#】据海外网4月1日报道，近日，美国至少有两名医护人员因公开表示需要更多的新冠病毒检测和防护设备而被医院解雇，美国各地的医院都警告医生和护士“不要将新冠病毒造成的医疗用品短缺情况公之于众” ?  展开全文c
#美国拒绝进口中国KN95口罩#行了不要就算了也没求着你们要 自己安好 帮你是真的看得起你了无语 ?
#美国拒绝进口中国kn95口罩# 不作死就不会死我们还担心你们不防护传染给已经安好的中国人真是丧尽天良 就这样让自己的国民优胜劣汰么一个国家对人民的责任感尊重和爱护此刻全被他们的“自由”伤害了 ?
#美国拒绝进口中国KN95口罩# 全球依然在为疫情为战，欧洲是混战，意大利、西班牙新增确诊开始下滑，但德国和英国又失控风险。“震中”的美国，每天都是2万多，总病例快20万！是中国的2倍还多，死亡数超过4000。果然是超级大国，这个也坐稳第一。钟南山说4月底，全球疫情出现拐点，钟老的话自然权威， ?  展开全文c
#美国拒绝进口中国KN95口罩#你要拒绝这事儿就好办了 ?
#美国拒绝进口中国KN95口罩#我记得一战二战时期，美国迅速的崛起成为资本主义的帝国，难道这次要固步自封，被疫情给消灭了？可怜的是美国普通人民。 ?
#美国拒绝进口中国KN95口罩# 这个时候还要较真吗 拿着用总比没有好吧 ?
#美国拒绝进口中国KN95口罩#你要拒绝这事就好办了 ?
#美国拒绝进口中国KN95口罩#哼，不要拉倒 ?
#美国拒绝进口中国KN95口罩#反正它们买了口罩也派不上用场，因为它们马上要去见上帝了 ?
#美国拒绝进口中国KN95口罩#我们并没打算出口给你们，想多了。真乃清流，疫情期间，居然还有不想要口罩的！真是第一发达国家！有川普就行，抗击新冠肺，要啥口罩 ?
#美国拒绝进口中国KN95口罩#【美国疫情严重却拒绝进口中国KN95口罩  #美国医护人员谈论物资短缺被解雇#】
这个“老大”我们让给它???? 当#美国拒绝进口中国KN95口罩# #美国新冠病毒感染病例超过10万#  #美国疫情#
#美国拒绝进口中国KN95口罩#从疫情开始到现在两种95的口罩我见都没有见过，所以美国人爱要不要，留给自己人不好么？ ?
#美国拒绝进口中国KN95口罩# 拒绝进口那就坚持到底吧！相信你们这么做是有十足的底气能自己度过难关的！ ???
#美国拒绝进口中国KN95口罩#挺好的！反正现在非国标不能出口 ?
#美国拒绝进口中国KN95口罩##美国拒绝进口中国KN95口罩#【美国疫情严重却拒绝进口中国KN95口罩  #美国医护人员谈论物资短缺被解雇#】据海外网4月1日报道，近日，美国至少有两名医护人员因公开表示需要更多的新冠病毒检测和防护设备而被医院解雇，美国各地的医院都警告医生和护士“不要将新冠病毒造成的 ?  展开全文c
#美国拒绝进口中国KN95口罩#来啊，绝交啊！啥都不要呗，医疗物资千万别来求！会打脸！ ?
#美国拒绝进口中国KN95口罩#那就别用呗！不过改口是常态吧？我记得前几天好像谁还改口了来着 ?
#美国拒绝进口中国KN95口罩# 爱用不用不要拉倒我们不稀罕 ?
#美国拒绝进口中国kn95口罩# 难道不应该是我们拒绝出口美国吗？ ?
#美国拒绝进口中国KN95口罩#我们可以出口给其他国家。如果用我朝口罩的国家感染速度明显降低，美国感染速度持续增高，就是肉眼可见的对比实验了。 ?
#美国拒绝进口中国KN95口罩# 千万要保重啊，不要进口啊，打脸很疼的！ 2郑州 ?
#美国拒绝进口中国KN95口罩# 好的 请一定坚持到底别变脸 ?
#美国拒绝进口中国KN95口罩#谁还逼你进口了，凑不要脸 ?
这还tm言论tm自由？！
#美国拒绝进口中国KN95口罩#美国物资丰富，医疗体系完善，政府执行力强，所以这是一定的 ???
#美国拒绝进口中国KN95口罩#自己国家都买不到，出于人道主义，居然还端着！呵呵！别的国家更需要！ ?
#美国拒绝进口中国kn95口罩#只能说句您开心就好 2昌吉回族自治州·玛纳斯县 ?
#美国拒绝进口中国KN95口罩#爱拒绝就拒绝 难道还要求着人家进口吗…… ?
#美国拒绝进口中国KN95口罩#没记错的话，昨天还说中国是好朋友的吧？ ?
#美国拒绝进口中国KN95口罩#这事不应该在美国上热搜吗？ 2石家庄 ?
#美国拒绝进口中国KN95口罩#人命关天，岂可意气用事？！ ?
#美国拒绝进口中国KN95口罩#那就别找我们帮忙啊，免得喂狗被狗咬 ?
#美国拒绝进口中国KN95口罩#将公共卫生事件政治化，这就是资本主义的上限了，屁股这么歪，只会让自己更受伤，笑看他们继续作说起来真是讽刺，资本主义的软弱性，注定他们在这种时候会重资本而轻人民，但是没了人民你上哪收割资本？历史上发生过的事情，不可避免的将要重复了 ?
