text
#新冠是人类第一个冠状病毒大流行#今天门卫大爷：喂！口罩没戴你停下来！我：这就带上！门卫大爷：我没同意你戴口罩阔以上去！我：好！那我现在戴口罩可不可以！门卫大爷：那你得跟我们上面说吧？我：好的！门卫大爷：我们队长没意见就没意见！我：好！门卫大爷：测个体温！我：好！门卫大 ?  展开全文c
#新冠是人类第一个冠状病毒大流行# 人生可以碰见这样一次人类大事件也无憾了这2个月跟家人天天待在一起吃吃喝喝睡睡 一起看看《安家》《完美关系》也很好 大家有喜欢疫情这段时间的吗? ?
#新冠是人类第一个冠状病毒大流行#【回顾中国百年抗疫史 样样恐怖 但我们从未退却】从百年前的烈性传染病，到今年在全球肆虐的新冠肺炎，每一次重大疫情的应对，都是中国公共卫生系统的自省和进化。纪录片《山河无恙——影响中国的疫情档案》从甲肝、血吸虫病、鼠疫、流感、非典等重大公共卫生防疫事件 ?  展开全文c
【#世卫组织称未来几天全球病例将超100万#，#新冠肺炎是人类第一个冠状病毒大流行#】世卫组织总干事谭德塞在4月1日表示，在过去5周，确诊病例接近爆发性增长，几乎所有国家和地区都报告了确诊病例。过去一周，死亡病例增长了一倍多，在未来几天内，确诊病例将超过100万，死亡病例将超过5万。世卫组织表 ?  展开全文c
#新冠是人类第一个冠状病毒大流行# 从此以后世界可能会变成不是我们熟悉的那个样子。但是我们还是要对它抱满憧憬和希望～ ?
#天津地铁全面启动疫情防控#每日安全感来源#天津地铁助力复工复产##新冠是人类第一个冠状病毒大流行# ?
#新冠是人类第一个冠状病毒大流行#好像一场无形的第三次世界大战 ?
#新冠是人类第一个冠状病毒大流行# 全人类一起加油 一起共渡难关 ?
#新冠是人类第一个冠状病毒大流行#只有全人类齐心协力，才可以共度难关啊#京都一大学暴发疫情# 说白了就是到现在还没有防护意识... ??各国宣传要到位，民众也拜托都配合配合吧 ???
【#坦桑尼亚籍男子违反防疫规定被处限期出境#】4月2日，北京市公安局副局长潘绪宏通报入境进京人员违反防疫规定违法行为查处情况。3月27日、28日，北京朝阳公安分局潘家园派出所接到社区报警和网民反映，一坦桑尼亚籍男子不配合疫情防控措施，警方依据相关法律，已经对该人做出行政处罚，限期出境。 ?  展开全文c
#华春莹质问美国近9分钟#【华春莹说美方政客言论无耻无德 奉劝美别再为应对疫情不力找替罪羊】针对近日美国副总统彭斯、美国国务卿蓬佩奥指责中国刻意隐瞒和造假疫情的言论，中国外交部发言人华春莹表示，中国已经尽了最大的努力，做到了公开、透明和负责任。至于美方那几个“负责任”的人，我想通过你 ?  展开全文c
【赴意大利抗疫的医疗专家结束任务回国！登机前他们留下祝福】意大利当地时间4月1日晚7点半，中国赴意大利抗疫医疗专家组在经过两周的紧张工作后，顺利完成任务，登上了回国的飞机。从3月17日准备出征开始，钱江晚报·小时新闻跟随着中国赴意大利抗疫医疗专家组跨越八千公里的脚步，如实记录下了他 ?  展开全文c
瑞幸咖啡在美股上市的速度太快，很多东西欲速则不达！#新冠是人类第一个冠状病毒大流行# #今日看盘#
#新冠是人类第一个冠状病毒大流行#只有全人类齐心协力，才可以共度难关啊#京都一大学暴发疫情# 说白了就是到现在还没有防护意识... ??各国宣传要到位，民众也拜托都配合配合吧 ???
#新冠是人类第一个冠状病毒大流行# 阳春三月，依旧需要提高警惕，坚持做好防护。无论你身处何地，祝你好运
#新冠是人类第一个冠状病毒大流行#中国以外862984例，美国216721例。 ?
#新冠是人类第一个冠状病毒大流行# 全球同凉热，都在一同经历这场全人类的灾难有的电影再震撼，不过2个多小时，就走出困境。可是现实……??????
【#世卫组织称未来几天全球病例将超100万#，#新冠肺炎是人类第一个冠状病毒大流行#】世卫组织总干事谭德塞在4月1日表示，在过去5周，确诊病例接近爆发性增长，几乎所有国家和地区都报告了确诊病例。过去一周，死亡病例增长了一倍多，在未来几天内，确诊病例将超过100万，死亡病例将超过5万。世卫组织表 ?  展开全文c
東京都渋谷区2019?年築間取り1LDK ? 3LDK専有面積63.4 m? ? 181.23 m?東京メトロ日比谷線??恵比寿駅?徒歩5分JR埼京線??恵比寿駅?徒歩5分JR山手線??恵比寿駅?徒歩5分#新冠是人类第一个冠状病毒大流行##日本# L东京租房--大米小粥的微博视频 ?
#新冠是人类第一个冠状病毒大流行#大流行也有欧美人不肯戴口罩神助攻的功劳，还有印度人各种奇葩预防。 ?
#新冠是人类第一个冠状病毒大流行#球球了快点结束吧 开学戴口罩我真的想象不到 ?
今天向天空呐喊，我待不住了，我要变成自由的小鸟。我妈听到之后给我发信息说，是不是做家务活太累啊，还是要好好在家里呀，不想做家务就放那，差不多就行了。呐喊again：妈妈太辛苦了，真的理解了，家务活确实累。讲真，经历了疫情对很多以前没想到或者没理解的都想到也都理解了。#我们有意见#  ?  展开全文c
#新冠是人类第一个冠状病毒大流行# 这是次世界性的传染疾病，现在来源不明，希望大家都能挺过去。//@Placebo·bo·place:#新冠是人类第一个冠状病毒大流行# 这是次世界性的传染疾病，现在来源不明，希望大家都能挺过去。
#新冠是人类第一个冠状病毒大流行#什么时候才能结束啊我不想戴口罩了闷豆又喘不过气 ?
#新冠是人类第一个冠状病毒大流行#  从出生到现在确实是第一次见这么严重的流行病 非典时期还不记事只有一两岁 只在H7N9的时候有点印象 ???
#新冠是人类第一个冠状病毒大流行# 后疫情我们被迫悟出了一些人生真相。1、比如，裁员减薪只是老板一句话的事，只要你是员工，就会永远面临这项风险，哪怕前一天老板还在夸你。 2、公司要裁员，第一个下手的就是非核心部门，审视一下自己的岗位，如果不属于公司主营业务，不能创造营收，也没做出成绩 ?  展开全文c
"突然想起一句上一个鼠年的口号，One World, One Dream 。#新冠是人类第一个冠状病毒大流行##世界和平# ?"
四月你好，疫情在前，外防输入，内防反弹，继续坚守隔离点！加油！ #新冠是人类第一个冠状病毒大流行# ?
张文宏：#新冠是人类第一个冠状病毒大流行#  L盐城大房东的微博视频 2盐城 ?
随着新冠肺炎疫情在法国蔓延，法国PACA大区和其他地区总共订购了约6000万个口罩，原计划于4月2日晚上抵达法国。没想到1日上午，美国进口商在机场直接用现金付款并加价，把这批货从出口商那里全部买走。这架原计划飞往法国的飞机随后飞往美国。#新冠是人类第一个冠状病毒大流行# ?  展开全文c
#新冠是人类第一个冠状病毒大流行#希望可以赶紧过去 ?
#新冠是人类第一个冠状病毒大流行#京东漏洞 ?
#新冠是人类第一个冠状病毒大流行#新冠病毒战役是一次艰难的长久战 希望各国一起加油 渡过这场灾难 ?
近日，一场降温，林州太行山区惊现桃花雪！点点桃花，皑皑白雪，相映成趣，十分壮观！#新冠是人类第一个冠状病毒大流行# @河南旅游 @云燕 @全球旅游攻略君 @安阳资讯 @安阳身边事 @安阳同城 2安阳·太行印象(石板岩太行大峡谷店) ?
#新冠是人类第一个冠状病毒大流行#西方国家的傲慢成就了他们！西方体制太落后了！谁再吹捧西方体制，我甩他一个白眼！ ?
#新冠是人类第一个冠状病毒大流行#【一些病毒小知识，插画师元熙用卡通的方式将其绘画出来，多多了解 ！】 ?
#新冠是人类第一个冠状病毒大流行#什么时候才能成为过去式啊想有正常的生活前线人员也都太不容易了防控要彻底啊 ?
#新冠是人类第一个冠状病毒大流行#1月份的时候谁都没想到会造成这么大的传播！大自然面前，人类太渺小了！ ?
#新冠是人类第一个冠状病毒大流行#以后还会有的，大部分冰川融化就有可能释放出原始的一些冠状病毒。 ?
#新冠是人类第一个冠状病毒大流行#人类是命运共同体。说这种话的都是大写加粗的SB ?
#新冠是人类第一个冠状病毒大流行#美国抢了法国的口罩，法广就和美国杠上了！ ?
#新冠是人类第一个冠状病毒大流行# 全人类一起加油，一起共渡难关。 ?
#新冠是人类第一个冠状病毒大流行# 只希望疫情能早些过去 ?
#新冠是人类第一个冠状病毒大流行#新冠病毒战役是一次艰难的长久战 希望各国一起加油 渡过这场灾难 ?
#新冠是人类第一个冠状病毒大流行#好可怕 ?
#共同战疫# 【#世卫组织称未来几天全球病例将超100万#，#新冠肺炎是人类第一个冠状病毒大流行#】世卫组织总干事谭德塞在4月1日表示，在过去5周，确诊病例接近爆发性增长，几乎所有国家和地区都报告了确诊病例。过去一周，死亡病例增长了一倍多，在未来几天内，确诊病例将超过100万，死亡病例将超过5万 ?  展开全文c
#新冠是人类第一个冠状病毒大流行# 新冠病毒战役是一次艰难的长久战 希望各国一起加油 渡过这场灾难 ???
#新冠是人类第一个冠状病毒大流行#希望早点结束，病毒赶紧离开我们地球吧?? ?
病毒: 我回到美国一下飞机，就震惊了，这里的空气是如此乡甜，不像在中国，人们都带5个口罩，恶劣的环境让我无法生存。这里充满了自由的气息，热情奔放的人们，感谢伟大的川普总统，在我危难之际拯救了我，我非常想报答他，只有它最懂我#新冠是人类第一个冠状病毒大流行# ?
外媒称，美国CDC主任罗伯特·雷德菲尔德在接受媒体采访时说，在美国，多达四分之一的新冠病毒感染者没有症状。冰岛一家进行新冠病毒检测的公司表示，在该公司检测出阳性的感染者中约有50%的人没有症状 #美国预计有10万至24万人死于新冠# #美国新冠肺炎患者超20万# #新冠是人类第一个冠状病毒大流行#
#新冠是人类第一个冠状病毒大流行#一定会好起来的。 ?
【#世卫组织称未来几天全球病例将超100万#，#新冠肺炎是人类第一个冠状病毒大流行#】世卫组织总干事谭德塞在4月1日表示，在过去5周，确诊病例接近爆发性增长，几乎所有国家和地区都报告了确诊病例。过去一周，死亡病例增长了一倍多，在未来几天内，确诊病例将超过100万，死亡病例将超过5万。世卫组织表 ?  展开全文c
#新冠是人类第一个冠状病毒大流行# 认同博主的观点值得探讨，新冠病毒是人类第1个冠状病毒的大流行#赵瞾情感头条#
#战疫情 西安在行动# 西安战疫英雄榜（十七），今天西安战“疫”英雄榜继续展现一线战疫工作者的最美风采。#新冠是人类第一个冠状病毒大流行#  L西安电视台官方微博的微博视频 ?
#新冠是人类第一个冠状病毒大流行#皮一下 没什么是一条领带解决不了的问题 豪横 L123456mrPkl的微博视频 ?
#新冠是人类第一个冠状病毒大流行# 自创战“疫”宣传语～更喜欢哪一个？ 2北京·孙河 ?
#新冠是人类第一个冠状病毒大流行# 【扩散！#外交部提醒暂勿前往疫情高风险26国#】4月2日，#外交部新公布11个疫情高风险国家#，郑重提醒中国公民暂勿前往意大利、美国、西班牙、德国、伊朗、法国、韩国、瑞士、英国、荷兰、奥地利、比利时、挪威、葡萄牙、瑞典、澳大利亚、巴西、土耳其、马来西 ?  展开全文c
#新冠是人类第一个冠状病毒大流行#?江南女人 第一次采访学者型江楠女子陶医生嗨到高铁票改了又改，又改……两个同频嗨森的人嗨起来，能量满满，不但不觉得不靠谱，还意犹未尽到相见恨晚的感觉！可能这就是面采的魔力，从医36年，学贯中西医，妙手回春救下的人不胜枚举，我今天随手带去的朋友，意外发 ?  展开全文c
#新冠是人类第一个冠状病毒大流行# 新冠病毒战役是一次艰难的长久战 希望各国一起加油 渡过这场灾难 ?
想实现口罩自由，不想戴口罩啦呜呜呜呜#新冠是人类第一个冠状病毒大流行# ?
#新冠是人类第一个冠状病毒大流行#防护措施做好，全世界一起加油 ?
#新冠是人类第一个冠状病毒大流行#每个数据背后都是一个人一个家庭悲伤故事，但他们这样不停甩锅抹黑中国，把我们应有的同情心打消了。疫情当前，希望各国可以放下政治上的那些事。好好处理本国的疫情，及时止损吧 ?
#新冠是人类第一个冠状病毒大流行#是的，我以前貌似没怎么戴过口罩，就今年，我在外的话，戴了2个多月了，好像春节初一开始戴的，就是这个视频说的。 L漫长岁月的微博视频 ?
#新冠是人类第一个冠状病毒大流行#防护措施做好，全世界一起加油#京都一大学暴发疫情# 学校是人口聚集的地方，一定要加强防控呀！ ? ???
#薇赴思访#【1918大流感的记忆】1918-1919年那场世界级的流感“大流行”，最终夺去了5000万到1亿人的生命。初期，人们一直被蒙在鼓里，直到普通人亲眼看到自己身边其他的普通人，由于受传染后发病缺氧，身体甚至变成了深蓝色，症状严重到五官在流血。当时的美国，是威尔逊时代。他和他的政府告诉人们： ?  展开全文c
#同胞来信# 【王涛：云南人在纽约，抗疫打全场】王涛在美国生活二十多年了，武汉疫情开始时，她和朋友把当时能买到的口罩全部买下来寄回国。现在她又和朋友们成立了“美国华人爱心联盟”，帮当地医院筹集防护物资。她说，身边华人朋友们都像个小马达，她也停不下来。更多内容??O网页链接  ?  展开全文c
#新冠是人类第一个冠状病毒大流行#   这是一次艰难的长久战  希望各国一起加油   渡过这次灾难。 #京都一大学暴发疫情#  学校更是聚集场地   太恐怖了 ???
#新冠是人类第一个冠状病毒大流行#只有全人类齐心协力，才可以共度难关啊#京都一大学暴发疫情# 说白了就是到现在还没有防护意识... ??各国宣传要到位，民众也拜托都配合配合吧 ???
没有生命，何谈自由？不要心存侥幸，请戴上口罩吧！#新冠是人类第一个冠状病毒大流行##美国单周失业人数突破660万# L华子敬言的微博视频 ?
快被新冠的无症状感染弄疯了每天晚上睡之前都自我怀疑晚上喉咙痒会咳但是白天不会再去拿两次快递因为人特多去他妈新冠劳资不得也要被你搞抑郁了#新冠是人类第一个冠状病毒大流行# ?
我们最真实的生活是当我们清醒地活在自己的梦中。  这句维度有点高，一般人看不懂????#你跟七年前最大的区别##新冠是人类第一个冠状病毒大流行##2020凭实力多金# ?
天若有情天亦老，为ta打榜好不好？ 我在#亚洲新歌榜#为@热血黄子韬 的新歌K心愿 -热血黄子韬 打榜！听说MV也能参与打榜哦~三#新冠是人类第一个冠状病毒大流行# ?
#新冠是人类第一个冠状病毒大流行#这场病毒还不知道要持续多长时间，关键到现在还不点的有人被感染，太可怕了 ?
【干货转存！防疫期间如何居家健身？】#新冠是人类第一个冠状病毒大流行# 宅在家里，你是不是好久没运动了？春天就要到了，就算待在家里也要合理地运动起来！儿童青少年、成年人、老年人、高血压糖尿病等病人该如何居家运动？疫情期间是否可通过大强度锻炼提高抵抗力？…↓↓转需！ ?#津日关注# ?
#新冠是人类第一个冠状病毒大流行# 只有全人类齐心协力，才可以共度难关啊 #京都一大学暴发疫情#  说白了就是到现在还没有防护意识... ??各国宣传要到位，民众也拜托都配合配合吧 ???
#新冠是人类第一个冠状病毒大流行# 希望2020剩下的日子都能好过点 ?
#新冠是人类第一个冠状病毒大流行#【3D动画还原：冠状病毒是如何传播，复制，并使人呼吸困难的？】视频第50秒，你能够看到完整的3D冠状病毒结构：从内到外依次是——遗传物质，蛋白质衣壳，囊膜（帮助病毒与细胞膜结合），蛋白质棘突（进入宿主细胞的“钥匙”）。视频1分30秒，你能看到完整的“人 ?  展开全文c
#新冠是人类第一个冠状病毒大流行#要抓紧生产疫苗啊，病毒太可怕了，天灾人祸 ?
【#世卫组织称未来几天全球病例将超100万#，#新冠肺炎是人类第一个冠状病毒大流行#】世卫组织总干事谭德塞在4月1日表示，在过去5周，确诊病例接近爆发性增长，几乎所有国家和地区都报告了确诊病例。过去一周，死亡病例增长了一倍多，在未来几天内，确诊病例将超过100万，死亡病例将超过5万。世卫组织表 ?  展开全文c
#新冠是人类第一个冠状病毒大流行#到现在世界上病毒流行，看来还是中国当时立时决策得当，真庆幸自己在中国，一个国民听指挥的国家。 2济南 ?
#新冠是人类第一个冠状病毒大流行# ，何时才能消除这些病毒 2抚顺 ?
#谢谢你为湖北拼过命#【转！中国加油！????#新冠是人类第一个冠状病毒大流行#  L央视新闻的微博视频 ?
是可忍，孰不可忍。。。#新冠是人类第一个冠状病毒大流行##一句冷幽默##金轮新闻资讯# L金轮新闻资讯的微博视频 ?
李冰冰说英语语速慢发音清晰跟读和听力好材料#高考加油##新型冠状病毒##英语口语#英语功夫#新冠是人类第一个冠状病毒大流行# L博鳌英语好声音_许欢欢的微博视频 ?
#新冠是人类第一个冠状病毒大流行#愿这场战疫我们人类能尽早战胜它！迎接春天的到来！ ?
#新冠是人类第一个冠状病毒大流行#  新冠、SARS、埃博拉、MERS、HIV……这些病毒的真面目到底什么样？一组显微镜下的镜头带你看清↓↓↓ L生命时报的秒拍视频 ???
老“药”新用？【#卡介苗有助预防新冠病毒#？多国启动临床试验】近日，有专家指出，预防结核病的疫苗卡介苗不仅有助于预防新冠病毒，还能减少新冠病毒的死亡率。对此，全球科学界已开始着手进行临床试验，试图给出确定的答案。戳视频看近六十个国家的研究数据↓↓ ?  展开全文c
瑞幸凉啦兄弟，盘中熔断，恢复交易不到一分钟又熔断#新冠是人类第一个冠状病毒大流行# ?
#新冠是人类第一个冠状病毒大流行# ，这是人类共同的敌人，团结抗疫，才可以共同胜利。
当时因为担心这样的言论不安全，转为了自己可见。春分点过去了。如今的世界面貌，应该可以接受这条了。#新冠是人类第一个冠状病毒大流行# O网页链接 ?
#晚安#天道酬勤就是，越努力越幸运，你若不相信努力和时光。那么，时光会第一个辜负你！周四，晚安~#新冠是人类第一个冠状病毒大流行# ?
#新冠是人类第一个冠状病毒大流行#  二十多年了确实是第一次见这么严重的流行病 非典时期还不记事 只在H7N9的时候有点印象 ??? ?
这个路上放着一口棺材，让别人带着家里，上面写的文字是：是呆在家里还是呆在这里面#新冠是人类第一个冠状病毒大流行# ?
#新冠是人类第一个冠状病毒大流行# 别把礼遇当怯懦，这么嚣张的歪果仁绝不轻饶！ Lsir亮哥的微博视频 ?
落字含香#新冠是人类第一个冠状病毒大流行# [ 更漏子 .  风雨无情 ]    文/藏锋                   拙和   绣心缨  .  春情雷滚鸣，云染炭。满院劲风凌乱。花尽碎，土成烟。湿衣心透寒。阶漫溅，茎折断。斜倚屋门轻叹。时不测，世留笺。一生多此天。 ?
#新冠是人类第一个冠状病毒大流行#到现在为止，世界除中国外86万，我庆幸生在中国。想起一个月前全国驰援的武汉，19个省一省包一市支援的湖北。我大湖北何其有幸！ 2潜江 ?
#新冠是人类第一个冠状病毒大流行#我真的希望地球村以最小的代价扛过去这次可怕的疫情。真的太痛心了，一个个可怕的新闻，加油！加油！加油！ ?
#新冠是人类第一个冠状病毒大流行#学医的 考点来了 记下来 ?
#京都一大学暴发疫情#学校是人口密集的地方，一定要注意防护啊#新冠是人类第一个冠状病毒大流行# 我也是经过大风大浪的人了 ?
隔离在家的加州歌手灵魂改编《Hello》（from the inside版），要不是听过阿黛尔，我都以为这是原版了 #海外留学生官方防护指南#
#新冠是人类第一个冠状病毒大流行# 防止入境输出，还有预防无症状感染者，中国加油 ?
【#世卫称全球确诊病例将达100万#，呈指数级增长】#新冠是人类第一个冠状病毒大流行# 世卫组织总干事谭德塞在4月1日表示，在过去5周，确诊病例接近爆发性增长，几乎所有国家和地区都报告了确诊病例。过去一周，死亡病例增长了一倍多，在未来几天内，确诊病例将超过100万，死亡病例将超过5万。目前全球 ?  展开全文c
#新冠是人类第一个冠状病毒大流行##世卫组织称未来几天全球病例将超100万#本周内据说要超过100万了啊 ?
#新冠是人类第一个冠状病毒大流行# 哇....... ?
#新冠是人类第一个冠状病毒大流行# 90后这代人对03的非典的记忆 只是放假，至少我是。那时候刚结束大礼拜， 又赢来了一个小长假。小时候什么都不懂，别提多高兴了。现在的小孩儿估计也一样，若干年后想起来，印象最深的或许只是一个漫长的足不出户的寒假，也或许是……云上课 ?
#新冠是人类第一个冠状病毒大流行#吸取教训，善待自然?? ?? ?? ?? ?? ?? 就是善待我们自己?? ?? ?? ?
#新冠是人类第一个冠状病毒大流行#也算是见证历史了 ?
#新冠是人类第一个冠状病毒大流行#3D动画科普纪录片：冠状病毒是如何传播，从生物学的角度理解冠状病毒的危害！ L青春山东的微博视频 ? ??? L青春山东的微博视频 ???
#世卫组织称未来几天全球病例将超100万#明天差不多就突破百万了。#新冠是人类第一个冠状病毒大流行# ?
曼哈顿的North Shore大学医院传染病科主任告诉记者：我们已经不查流感病毒了，因为所有疑似病人都是新冠患者。只要你有流感的症状，你多半就得了新冠。         #美国预计有10万至24万人死于新冠# #美国新冠肺炎患者超20万# #新冠是人类第一个冠状病毒大流行#
【关于新冠病毒，我们需要知道的】当感染新冠病毒后，人体发生哪些变化？是如何发展为肺炎的？如何研制疫苗？疫苗如何起效？ L医视频的微博视频 #新冠是人类第一个冠状病毒大流行# ???
#新冠是人类第一个冠状病毒大流行# 齐心协力，共同抗疫！ ???
#新冠是人类第一个冠状病毒大流行# 两位大佬对此相对乐观【张文宏：全球疫情一定会控制住 4月份可能出现高点】据澎湃，4月2日晚，复旦大学附属华山医院感染科主任张文宏表示，全球疫情一定会控制住，4月份全球疫情形势可能出现高点。但疫情爆发后，各国都会采取自己的做法，疫情终将会过去， ?  展开全文c
【疫情日报】新冠肺炎确诊病例几天内将突破百万#新冠是人类第一个冠状病毒大流行# ?
#新冠是人类第一个冠状病毒大流行#希望全世界全球早日健康起来！各国安康！平安健康快乐 ?
#新冠是人类第一个冠状病毒大流行#人类和微生物、疾病的斗争还真是几千年都没有停止过，哪怕是科技发达的今天。 ?
#新冠是人类第一个冠状病毒大流行# 我们相互安慰，时间过的飞快。
香港政府規定，卡拉OK、麻將館及夜總會關閉14天。但美容院及按摩院等，就可繼續營業。??今天我們去了一家美容業，了解最新的營業狀況～#新型冠状病毒##新冠是人类第一个冠状病毒大流行##香港# L黄芷渊的微博视频 ?
#新冠是人类第一个冠状病毒大流行# 齐心协力，共同抗疫！ ?
#新冠是人类第一个冠状病毒大流行#现在我们正经历的可以说是人类从未有之的历史大事件。 2北京·世纪东方城 ?
#新冠是人类第一个冠状病毒大流行#新冠病毒战役是一次艰难的长久战 希望各国一起加油 渡过这场灾难 ?
#新冠是人类第一个冠状病毒大流行##新冠疫情是联合国成立以来最大考验# 希望疫情早日结束，无论是中国还是全世界。 人类的命运都是共同体，愿人类早日战胜病毒。中国????加油世界加油 ?
#新冠是人类第一个冠状病毒大流行#我们也是见证和经历过大风大浪的一代人了 2武汉 ?
#新冠是人类第一个冠状病毒大流行#？？？看到新闻运往法国的口罩，在机场被美国人当场双倍现金买走了，现在法国派持枪特种兵配了反无人机炮弹负责口罩运输…… ?
#新冠是人类第一个冠状病毒大流行#疫情是面照妖镜，能看到人心里的鬼 ?
#新冠是人类第一个冠状病毒大流行# 防疫影响军队备战打仗？国防部：可检验应急应战能力，锤炼摔打部队！ L淮南公安在线的微博视频 ???
"#电影推荐# 《僵 尸 世 界 大 战》#电影#  在这个世界,人多了,僵尸就是怪物,僵尸多了,人就是怪物。#新冠是人类第一个冠状病毒大流行#     大多数人存在的问题是，他们不相信可能发生的事情，直到它发生后。那不算愚蠢或者弱点，那是人的天性。#战疫打卡行动#  LBRA美剧专员的微博视频 ?"
#新冠是人类第一个冠状病毒大流行##新型冠状病毒# 疫情爆发以来，朝鲜一直宣称境内零确诊。但随着全球病例数飚升至近百万，外界越来越怀疑平壤说法。尽管如此，朝鲜一名高阶卫生官员目前仍坚称，境内无人染疫。拥有核武的朝鲜原已相当与世隔绝。而在邻国中国首度传出#新冠肺炎# 疫情后，朝鲜很快在今 ?  展开全文c
#新冠是人类第一个冠状病毒大流行# 防护措施做好 全世界一起加油！ #京都一大学暴发疫情#  学校是人口聚集的地方 一定要加强防控呀！ ? ???
【#华春莹说美方政客言论无耻无德# 】这几个美国政客的言论，所作所为实在是无耻、无德。我们多次说过，污蔑抹黑，甩锅推责弥补不了失去的时间，继续撒谎只会浪费更多的时间，造成更多的生命的损失。#华春莹质问美国近9分钟# #新冠是人类第一个冠状病毒大流行# L百姓关注的微博视频 ?
#新冠是人类第一个冠状病毒大流行#四川广元已实现国省市“健康码”互联互通 。完成四川省“健康码”（四川外出务工人员健康申报证明）、国家防疫码的融合共享工作现已完成，实现了国家防疫码和四川健康码在广元健康码上的展示。O网页链接 ?
#新冠是人类第一个冠状病毒大流行# 希望全球一起加油 渡过这次灾难 一起打赢这场持久战#京都一大学暴发疫情# 保险起见 还是晚点开学吧 现在大家在家上网课不也挺好 学校人那么多 这聚集起来真的太可怕了 毕竟现在还有无症状感染者 ?
#新冠是人类第一个冠状病毒大流行#心情沉重 ?
#新冠是人类第一个冠状病毒大流行#最可怕是如果国外不能有效的控制住，发生变异那才是灾难，有相当的证据显示在国外新冠病毒发生了某种程度的异变，西方国家的不作为，终将付出惨痛的代价。 ?
#新冠是人类第一个冠状病毒大流行#这个病毒可谓是牵扯这全世界人民的心啊，如果国家有朋友圈的话，会是啥样呢？ ?
