text
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
#广州排查发现5例境外输入#【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中， ?  展开全文c
#广州排查发现5例境外输入# 现在入境管控真的要再严格一点！！！！赶紧控制住！ #法国医生称把非洲当疫苗试验场# 是不是人啊....有没有医德也太残忍了吧 都说欧洲团结一点世界也要团结一点吧... ???
#蒲江分享# 【#广州排查发现5例境外输入#】
#广州排查发现5例境外输入#so???zf还不封村想干嘛 ?
#广州排查发现5例境外输入#真的要严控境外输入 现在这个问题真的很严重啊 ?
#广州排查发现5例境外输入#这样下去广州的上学得到什么时候？气死了！我们做了这么多努力，功亏一篑 ?
#广州排查发现5例境外输入#【广州排查发现5例境外输入】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中， ?  展开全文c
#广州排查发现5例境外输入#看到这些就很烦啊好不容易感觉好一点了 ?
#广州排查发现5例境外输入#真的，整改整改吧，我真的担心广州那边的亲人而且超级想上学 ?
#我国仍面临零星散发局部暴发双重风险#所以不能松懈下来啊！可别毁了之前所有的努力防控任务依然艰巨离不开全民参与?? #广州排查发现5例境外输入# ?
#网事聚焦# 都是谣言！广州辟谣非洲藉人士相关传闻： 全部是谣言。当真理还在穿鞋的时候，谎言已经跑了一万里。 L广东共青团的微博视频 ??? #广州排查发现5例境外输入# ?
#广州排查发现5例境外输入#尼日利亚是一个好国家啊！ ?
#广州排查发现5例境外输入#才5例吗？真的吗？我不信 ?
#广州排查发现5例境外输入#广州黑人白云越秀那边聚集很多，别的地方真的很少能看见黑人的啊，说广州随处可见黑人的倒也不必，广州不是只有三元里。但黑人问题的确该好好整治，不然后患无穷 ?
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
【国家卫健委：#我国仍面临零星散发局部暴发双重风险#】今日，国家卫生健康委新闻发言人、宣传司副司长米锋表示，4月6日，中国本土无新增确诊病例，无新增疑似病例，无新增死亡病例，本土重症病例首次降到200例以内。当前，境内疫情多日呈现零星散发态势，欧美疫情仍在快速上升，境外输入现有确诊病例 ?  展开全文c
#广州排查发现5例境外输入#严防境外输入！广东，醒醒吧！ ?
#广州排查发现5例境外输入#好好查，严格排查，广州真的很多入境的 ?
#广州排查发现5例境外输入#别开学了 ?
#广州排查发现5例境外输入#估计谁也没有我们上班之路如此坎坷，钟南山爷爷说新冠状病毒会人传人，公司就把原定的年初十上班延迟到2月17日，然后就2月7日开始居家办公，这么一等，广州确诊病例超过三百而且白云区列入中风险区，我们复工时间又被延迟而且迟迟不定。好不容易广州盼来全部地区为低风险区， ?  展开全文c
【#广州排查发现5例境外输入#】
#广州排查发现5例境外输入#危如累卵，倒悬之急！ ?
#广州排查发现5例境外输入#连续十四天没有新病例的日子啥时候能有广东开学无望请求让高三先开学先隔离十四天天，然后都住校。这一届高三真的…… ?
#广州排查发现5例境外输入#nmb发了一大段都不知道是不是被屏蔽了，在这个话题找不到我发的内容，????厚 ?
#广州排查发现5例境外输入#你好好排查，你会发现不止??，你相信我！ ?
#广州排查发现5例境外输入# 非法滞留的还有很多 ?
#广州排查发现5例境外输入#我就问问，只有3000多个尼哥这话说出来你自己信么？ ?
#广州排查发现5例境外输入#呵 开学时间从2月到3月再到4月，现在说可能要5月后才能开学了。我到底什么时候才能回广州开学啊？？？我不想回学校就考试啊！！！ ?
#广州排查发现5例境外输入#看看美国的黑人，就能知道以后的中国什么样。眼睁睁的看着高楼倒塌，政府还是不作为，非要有一天这些狗政府被拆了，他们才知错 ?
#广州排查发现5例境外输入#哦真就开学即大二呗？网课把我直接整倒退回高二水平我还考个啥期末啊 ?
#广州排查发现5例境外输入#看美国就能知道中国黑人的未来，未来人多了要求自治区，要求特权，要求选举，说不定未来中国也会出现一个奥巴马主席，你只要反对他们就是种族歧视，你只要说他们一点不好，就是政治bzq，然后就是白莲花圣母公知带头攻陷机构，说不定到时候国际上欧美插一脚。直接出兵，灭国 ?
#广州排查发现5例境外输入#？？我靠还出去吃饭？？？这得感染很多人啊广州得什么时候才能好啊 ?
#广州排查发现5例境外输入#陪跑的感觉真的是厌倦了，给我当几天省长我来封个省进不来出不去的那种，让大家复工开学（纯属瞎bb） ?
垃圾微博 连吐槽都不让发 说有敏感词 qnmd 广州的黑人该整顿了吧#广州排查发现5例境外输入# ?
#广州排查发现5例境外输入#好好查查吧，严谨一点 ?
#广州排查发现5例境外输入#大家都是来做生意的，怎么可能闲在家里不乱跑，细细挖下去，隐藏的可能不只是这个数字 ?
#姆们说# 【#广州排查发现5例境外输入#，密切接触者近200人】4月7日，广州市疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构共甄别出197名密切接触者，已全部实行核酸检测、集中隔离医学观察。 ?  展开全文c
#广州排查发现5例境外输入#呵呵，广州政府再不采取有利措施，要引起人民的愤怒了?? ，管理太不到位，先把主管领导下课了再说，换一个来处理！ ?
#广州排查发现5例境外输入#排查都能查出病例……广东开学怕是遥遥无期…… ?
#广州排查发现5例境外输入#哎，再不断有病例，要什么时候才能开学 ?
#广州排查发现5例境外输入#开学遥遥无期 ?
#广州排查发现5例境外输入#今年还能出发广州吗！好惆怅 ?
#广州排查发现5例境外输入#……开学又遥遥无期 ?
【#广州排查发现5例境外输入#，密切接触者近200人】4月7日，广州市疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构共甄别出197名密切接触者，已全部实行核酸检测、集中隔离医学观察。@一手Video  ?  展开全文c
"#广州排查发现5例境外输入#麻烦广州zf抓紧做事 不要每天出些语气sb的""不信谣不传谣""来压消息 现在的防控有多松？随便测测手腕就过了 这样下去 大家等明年开学？ ?"
#广州排查发现5例境外输入#广州能不能严格控制境外出入啊靠俺真滴怕了 ?
#广州排查发现5例境外输入#入境管控严一点吧 ?
#广州排查发现5例境外输入#这学期还能开学吗 ?
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
#广州排查发现5例境外输入#保护好我大中华56个民族的纯正血统，维护中华民族长治久安、民族兴旺比什么都重要吧国家能否对三非以及违反国家法律法规的外籍人员铁腕一些 ?
#广州排查发现5例境外输入#一个广东一个黑龙江，全国的焦点，全国人民为你们揪心，长点心吧！让国家省点心吧！ ?
#广州排查发现5例境外输入#现在入境管控真的要再严格一点！！！！赶紧控制住！#法国医生称把非洲当疫苗试验场#是不是人啊....有没有医德也太残忍了吧 都说欧洲团结一点世界也要团结一点吧... ???
#广州排查发现5例境外输入# 现在的入境管控一定要严格一点，真的希望疫情早点结束吧#法国医生称把非洲当疫苗试验场# 是不是人啊怎么会这样！！！人都是平等的！好过分！！！！ ?
#广州排查发现5例境外输入#
#广州排查发现5例境外输入#？妈呀现在连出门都瑟瑟发抖 ?
#广州排查发现5例境外输入#开学无望了。 ?
#广州排查发现5例境外输入#矿泉街各位街坊请保重！ ?
#广州排查发现5例境外输入# 严格控制一下境外出入吧 我真的怕 ?
#广州排查发现5例境外输入#广州不能一直这样放任了 ?
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
#广州排查发现5例境外输入# 必须严格控制境外出入  #法国医生称把非洲当疫苗试验场#？？？作为一名医生，难道不是应该把人的生命安全放在第一位的吗 ??？？？ ?
#广州排查发现5例境外输入#不种族歧视。u1s1，广州在这方面的问题的确很严重，那些非法居留的外国人是应该好好管一管。合法入境态度友好遵守制度法规来做生意来学习来旅游来交流的外国人我们欢迎，但是咬护士的麻烦滚回自己国家。 ?
#广州排查发现5例境外输入#可真笑死我了，广州那里一直说两天0新增，结果？！！nmd再这么下去我开学要不就是高三吧，高二都不用上了，或者直接高考得了cao ?
#广州排查发现5例境外输入# 希望全国各地都要加强排查！严防境外输入！广州“三非”人员建议强制遣返！！
#广州排查发现5例境外输入#三非在永无宁日 ?
#广州排查发现5例境外输入#我什么时候能开学啊 ?
#广州排查发现5例境外输入#…………………………我记得好多天前就在刷广州了吧…… ?
#广州排查发现5例境外输入#严格排查吧枯了这样搞下去上班族没法复工学生党也开不了学啊唉 ?
#广州排查发现5例境外输入#集中医学观察期间筛查发现? #广州4名确诊外国人曾多次外出用餐#短时间内多次到越秀区矿泉街“美妙美食店”（EmmaFood）用餐?
#广州排查发现5例境外输入#广州外籍洋人很多 一直不排查 绝对有很多非法居留的 ?
#广州排查发现5例境外输入#广州你长点心吧 ?
#广州排查发现5例境外输入#我哭了 感觉开不了学了 ?
广州这样子开学遥遥无期，老师没法上班，暨南大学就算网络复试估计也要拖的够呛#广州排查发现5例境外输入# ?
#广州排查发现5例境外输入#牛B牛B广州日报都不让评论呢 ?
#四川女子否认遭丈夫家暴16年# 家暴只有零次和无数次 不管怎么样对家暴真的零容忍 #广州排查发现5例境外输入# 一定要严防严控！现在必须对一切入境人员进行隔离！ ?
#严防境外输入病例#【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#， ?  展开全文c
#广州排查发现5例境外输入# 快点解决这个问题啊，太多非法居民对当地治安也不安全。 ?
#广州排查发现5例境外输入# 现在入境管控真的要再严格一点！！赶紧控制住！ #法国医生称把非洲当疫苗试验场# 也太残忍了吧 ?
#广州排查发现5例境外输入#唉 ?
#广州排查发现5例境外输入#好讨厌黑色 ?
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
新加坡前车之鉴，广东可不要失守啊……
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
转发微博
#广州排查发现5例境外输入# 现在入境管控真的要再严格一点！！！！赶紧控制住！ #法国医生称把非洲当疫苗试验场# 是不是人啊....有没有医德也太残忍了吧 都说欧洲团结一点世界也要团结一点吧... ???
#广州排查发现5例境外输入# 广州是不用开学了吗？ ?
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
排查这俩字就有意思了……………………
#清明假期4325.4万人次出游# 疫情还没彻底结束，出门一定要做好防护，带好口罩，没有必要就还是不要出门，等疫情过去了有的是时间出游#广州排查发现5例境外输入#一定要严防严控 内防输入，外防输出！ ???
#广州排查发现5例境外输入# 外籍人员太多，感觉好危险…… ?
#广州排查发现5例境外输入#越秀小北，白云三元里，赶紧排查吧，早就说红黄绿分流不靠谱，南大门要守住啊，这里多少人口，经不起折腾 ?
#广州排查发现5例境外输入#如果不做好境外输入，我们当初的幸苦付出又将白费，还是要严加管控啊 ?//@Rebirth_和你一起向光生长:
#广州排查发现5例境外输入# 我不反对中国帮助非洲国家。我希望非洲人有好的生活。在他们自己的国家。 ?
#广州排查发现5例境外输入#如果不做好境外输入，我们当初的幸苦付出又将白费，还是要严加管控啊  ?
【#广州将建方舱医院系谣言#】#广州辟谣将建方舱医院#4月7日，广州举行第68场疫情防控新闻通气会。记者在会后获悉，针对网传“广州将建方舱医院？”一事，广州市卫健委副主任欧阳资文回应：没有此事。#广州排查发现5例境外输入#（广州日报） ?
#广州排查发现5例境外输入#在广州表示对广州的操作真的令人失望透顶 2广州 ?
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
【#广州排查发现5例境外输入#病例，密切接触者近200人】4月7日，广州市疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构共甄别出197名密切接触者，已全部实行核酸检测、集中隔离医学观察。 ?  展开全文c
#广州排查发现5例境外输入#如果不做好境外输入，我们当初的幸苦付出又将白费 ?
#广州排查发现5例境外输入#其实很多人都会好奇，传闻中广州越秀区有三十万黑人，政府排查只有三千多…差了一百倍…那个数据是真的？???♂? ?
#广州排查发现5例境外输入#如不能借此东风解决广州的非法滞留移民，今后任何有关非法移民的负面新闻都是当地政府的罪责，现在借大环境彻底解决反而是政绩啊！三思啊，大人！ ?
#广州排查发现5例境外输入#这是一个社会问题！这么多非法逗留居然没有清理！ ?
#广州排查发现5例境外输入# 加强对于入境人员的排查和隔离真的很重要，要不然疫情防控的成果一定要保护好。 ?
#最新疫情消息# 【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短 ?  展开全文c
#广州排查发现5例境外输入#这样下去广州还怎么复工？？ ?
【广州越秀区扩大排查16个场所，筛查出734名潜在密切接触者】越秀区委常委、区政府党组成员颜强介绍，采取的主要措施有：一是主动开展搜索排查。严格执行广州市疫情防控指挥部6号、7号通告要求，对3月8日以后入境、尚未纳入隔离医学观察的入境人员，高风险航班入境人员以及对高风险国家在穗人员进行 ?  展开全文c
#与我国接壤国家疫情输入风险攀升#【周边国家疫情输入 我国风险持续攀升】在6日的国务院联防联控机制新闻发布会上，国家卫健委新闻发言人米锋指出，与我国接壤的边境国家疫情输入我国风险持续攀升。根据国家卫健委发布的最新疫情情况，在4月5日全国除港澳台地区报告新增的39例确诊病例中，就有38例为境 ?  展开全文c
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
#广州排查发现5例境外输入#
#广州排查发现5例境外输入#  必须严格控制境外出入   #法国医生称把非洲当疫苗试验场#  说出这种话也太恐怖了吧   你这相当于把人拿去做实验。。。 ???
#广州排查发现5例境外输入#网友投稿，广东非法入境和非法居留的外籍人员如何管理，确实是大问题，尤其是在特殊情况下，更是凸显了这种弊端。希望疫情后咱们能研究一下如何妥善处理。 ?
#广州排查发现5例境外输入#  气到我想打人 ?
#广州排查发现5例境外输入#管一管那些黑人吧，嚣张到家了 ?
#广州排查发现5例境外输入#管一管非法滞留的黑人吧…… ?
#广州排查发现5例境外输入# 继续严格排查，解决非法居留的问题吧 ?
这个时候还让黑人进来，什么意思？#广州排查发现5例境外输入# ?
#广州排查发现5例境外输入# 快点解决这个问题啊，太多非法居民对当地治安也不安全。 ?
#广州排查发现5例境外输入#都到外婆家楼下了…别再有病例了我想开学 ?
#广州排查发现5例境外输入# 现在入境管控真的要再严格一点！！！！赶紧控制住！ #法国医生称把非洲当疫苗试验场# 是不是人啊....有没有医德也太残忍了吧 都说欧洲团结一点世界也要团结一点吧... ???
#广州排查发现5例境外输入#害什么时候开学，发出了小草的声音 ?
#广州排查发现5例境外输入#把黑人请回家吧，真的，不要让广州成为第二个洋窝！ ?
#广州排查发现5例境外输入#非法入境的那来回哪去……人口普查都查了那么对次了，是不是外来的还弄不明白吗？ ?
#广州排查发现5例境外输入#又……一定要控制好，防止境外输入啊！ ?
#广州排查发现5例境外输入#快点解决这个问题啊尤其是特殊时期真的不要再让外国人入境了 ?
#广州排查发现5例境外输入#坚决执法，加强执法力度，法律面前人人平等，不歧视，也不纵容。 ?
#广州排查发现5例境外输入#说的挺对的，总有那么些人，爱把事情往身上揽，就像之前瑞幸一样，搞的上升到中国企业，中国名声，纵观全世界，有多少类似事件的，难道人家都要上升到自己国家吗啥都往自己身上揽，其实你的心根本不在这儿，自以为高尚的香蕉人。中华几千年的文化，就教了你们这 ?  展开全文c
老外指责上海母子乱扔垃圾被反咬 儿子报警：外国人骂中国人是垃圾 #广州排查发现5例境外输入# L毛毛仔体育的微博视频 ?
生活了四年的城市，心里有点憋#广州排查发现5例境外输入##广东四个区疫情风险升级##下雨天，心情都不晴朗# 2珠海 ?
#广州排查发现5例境外输入#划重点 入境 尼日利亚籍 集中观察期间 短时间多次外出用餐哦 所以我能认为是广州的集中观察对这些黑人鬼佬是摆设吗？管不住洋//垃圾可不可以不要放进来啊？？垃圾z/f能别在全国都在逐渐好转的时候让广州变成高风险区可以吗靠！！ ?
#广州排查发现5例境外输入#最近只要看到广东相关的都觉得可怕 ?
#广州排查发现5例境外输入#辽宁公布2例境外输入新冠肺炎确诊病例行程轨迹L辣资讯的优酷视频 ?
#广州排查发现5例境外输入# 广州：昨天新增8例境外输入！旅游确诊，多人曾搭乘ET606航班L广州：昨天新增8例境外输入！旅游确诊，多人曾搭乘ET606航班 ?
#广州排查发现5例境外输入# 4月5号全国新增的境外输入确诊病例38例，其中20例来自黑龙江。L4月5号全国新增的境外输入确诊病例38例，其中20例来自黑龙江。 ?
#广州排查发现5例境外输入#短期多次下同家馆子，广州一条街查出5例境外输入，隔离近200人L延边早知道的优酷视频 ?
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
#清明假期4325.4万人次出游# 疫情还没彻底结束，出门的时候一定要做好防护，最好不要去人多的地方，最好减少搭乘公共交通工具。  #广州排查发现5例境外输入# 一定要严防严控！！！！！！ ? ??? ???
#广州排查发现5例境外输入##广州三元里##广州越秀区官方通报# 今年没什么特别重要事还是少往广州跑。不对，应该今年都各自非必要乱跑。 ?
#广州排查发现5例境外输入#跪了 ?
#广州排查发现5例境外输入#现在防疫漏洞都出现在境外，请重视境外输入。 ?
#清明假期4325.4万人次出游# 特殊时期还是要特殊对待，防护工作还是要做好，等疫情过了，可以好好去放松一下。现在还是要重视 #广州排查发现5例境外输入# 一定要严格管控 ? ???
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
#广州排查发现5例境外输入# 快点解决这个问题啊，太多非法居民对当地治安也不安全。 ?
#广州排查发现5例境外输入# 快点解决这个问题啊，太多非法居民对当地治安也不安全。 ?
#广州排查发现5例境外输入# 福建新增境外输入确诊病例1例 1086人医学观察中L辣资讯的优酷视频 ?
相信党相信政府，顺便把所有外国人摸底排查一次。【#广州排查发现5例境外输入#】#广州4名确诊外国人曾多次外出用餐# ?
#广州排查发现5例境外输入#无语 2广州 ?
#广州排查发现5例境外输入#其他省份陆陆续续开学了广州还在新增到底是想干嘛 ?
【#广州排查发现5例境外输入#】4月7日，广州市第68场疫情防控新闻通气会通报：全面排查期间，在越秀区矿泉街的入境人员中检测出5例确诊病例，均为尼日利亚籍，皆为集中医学观察期间筛查发现。疾控机构开展流行病学调查发现，上述5例确诊病例中，#广州4名确诊外国人曾多次外出用餐#，短时间内多次到越秀 ?  展开全文c
#广州排查发现5例境外输入#一定要严防 ?
#广州排查发现5例境外输入#现在广州好多地方都不测体温了，有测的也是随便糊弄一下就行了 ?
#广州排查发现5例境外输入#
#清明假期4325.4万人次出游# 特殊时期还是要特殊对待，防护工作还是要做好，等疫情过了，可以好好去放松一下。现在还是要重视 #广州排查发现5例境外输入# 我的天，防控工作还是要做好，一定要严格管控 ? ???
#广州排查发现5例境外输入# 疫情还没有结束 一定要严防严控  努力不能白费啊
#广州排查发现5例境外输入# ？？？千万要严防死守啊 ?
